变压器资产ID,产生时间（yyyy-MM-dd HH:mm:ss）,油位
500KV-BYQ-003,2025-07-05 06:00:00,396.3
500KV-BYQ-001,2025-07-05 12:00:00,381.9
500KV-BYQ-002,2025-07-05 12:00:00,425.9
500KV-BYQ-003,2025-07-05 12:00:00,394.7
500KV-BYQ-001,2025-07-05 18:00:00,382.4
500KV-BYQ-002,2025-07-05 18:00:00,427.5
500KV-BYQ-003,2025-07-05 18:00:00,394.3
500KV-BYQ-001,2025-07-06 00:00:00,383.5
500KV-BYQ-002,2025-07-06 00:00:00,429.0
500KV-BYQ-003,2025-07-06 00:00:00,390.9
500KV-BYQ-001,2025-07-06 06:00:00,387.6
500KV-BYQ-002,2025-07-06 06:00:00,431.5
500KV-BYQ-003,2025-07-06 06:00:00,395.5
500KV-BYQ-001,2025-07-06 12:00:00,384.9
500KV-BYQ-002,2025-07-06 12:00:00,436.0
500KV-BYQ-003,2025-07-06 12:00:00,399.4
500KV-BYQ-001,2025-07-06 18:00:00,384.3
500KV-BYQ-002,2025-07-06 18:00:00,436.4
500KV-BYQ-003,2025-07-06 18:00:00,396.6
500KV-BYQ-001,2025-07-07 00:00:00,383.7
500KV-BYQ-002,2025-07-07 00:00:00,437.0
500KV-BYQ-003,2025-07-07 00:00:00,398.0
500KV-BYQ-001,2025-07-07 06:00:00,379.6
500KV-BYQ-002,2025-07-07 06:00:00,441.7
500KV-BYQ-003,2025-07-07 06:00:00,394.3
500KV-BYQ-001,2025-07-07 12:00:00,379.6
500KV-BYQ-002,2025-07-07 12:00:00,439.7
500KV-BYQ-003,2025-07-07 12:00:00,389.7
500KV-BYQ-001,2025-07-07 18:00:00,383.1
500KV-BYQ-002,2025-07-07 18:00:00,442.3
500KV-BYQ-003,2025-07-07 18:00:00,389.4
500KV-BYQ-001,2025-07-08 00:00:00,379.6
500KV-BYQ-002,2025-07-08 00:00:00,443.7
500KV-BYQ-003,2025-07-08 00:00:00,385.3
500KV-BYQ-001,2025-07-08 06:00:00,379.7
500KV-BYQ-002,2025-07-08 06:00:00,439.7
500KV-BYQ-003,2025-07-08 06:00:00,385.8
500KV-BYQ-001,2025-07-08 12:00:00,384.1
500KV-BYQ-002,2025-07-08 12:00:00,438.2
500KV-BYQ-003,2025-07-08 12:00:00,380.9
500KV-BYQ-001,2025-07-08 18:00:00,385.5
500KV-BYQ-002,2025-07-08 18:00:00,438.0
500KV-BYQ-003,2025-07-08 18:00:00,383.5
500KV-BYQ-001,2025-07-09 00:00:00,388.1
500KV-BYQ-002,2025-07-09 00:00:00,442.7
500KV-BYQ-003,2025-07-09 00:00:00,384.7
500KV-BYQ-001,2025-07-09 06:00:00,389.5
500KV-BYQ-002,2025-07-09 06:00:00,447.6
500KV-BYQ-003,2025-07-09 06:00:00,386.8
500KV-BYQ-001,2025-07-09 12:00:00,391.7
500KV-BYQ-002,2025-07-09 12:00:00,443.0
500KV-BYQ-003,2025-07-09 12:00:00,390.4
500KV-BYQ-001,2025-07-09 18:00:00,389.5
500KV-BYQ-002,2025-07-09 18:00:00,438.3
500KV-BYQ-003,2025-07-09 18:00:00,393.4
500KV-BYQ-001,2025-07-10 00:00:00,385.1
500KV-BYQ-002,2025-07-10 00:00:00,437.1
500KV-BYQ-003,2025-07-10 00:00:00,393.8
500KV-BYQ-001,2025-07-10 06:00:00,389.4
500KV-BYQ-002,2025-07-10 06:00:00,432.8
500KV-BYQ-003,2025-07-10 06:00:00,395.5
500KV-BYQ-001,2025-07-10 12:00:00,387.8
500KV-BYQ-002,2025-07-10 12:00:00,435.4
500KV-BYQ-003,2025-07-10 12:00:00,397.9
500KV-BYQ-001,2025-07-10 18:00:00,392.1
500KV-BYQ-002,2025-07-10 18:00:00,432.4
500KV-BYQ-003,2025-07-10 18:00:00,399.7
500KV-BYQ-001,2025-07-11 00:00:00,391.8
500KV-BYQ-002,2025-07-11 00:00:00,428.4
500KV-BYQ-003,2025-07-11 00:00:00,399.0
500KV-BYQ-001,2025-07-11 06:00:00,387.9
500KV-BYQ-002,2025-07-11 06:00:00,425.4
500KV-BYQ-003,2025-07-11 06:00:00,395.0
500KV-BYQ-001,2025-07-11 12:00:00,386.4
500KV-BYQ-002,2025-07-11 12:00:00,430.2
500KV-BYQ-003,2025-07-11 12:00:00,393.8
500KV-BYQ-001,2025-07-11 18:00:00,387.0
500KV-BYQ-002,2025-07-11 18:00:00,429.5
500KV-BYQ-003,2025-07-11 18:00:00,396.6
500KV-BYQ-001,2025-07-12 00:00:00,386.3
500KV-BYQ-002,2025-07-12 00:00:00,430.6
500KV-BYQ-003,2025-07-12 00:00:00,396.2
500KV-BYQ-001,2025-07-12 06:00:00,383.7
500KV-BYQ-002,2025-07-12 06:00:00,433.3
500KV-BYQ-003,2025-07-12 06:00:00,392.6
500KV-BYQ-001,2025-07-12 12:00:00,379.9
500KV-BYQ-002,2025-07-12 12:00:00,434.5
500KV-BYQ-003,2025-07-12 12:00:00,394.1
500KV-BYQ-001,2025-07-12 18:00:00,376.5
500KV-BYQ-002,2025-07-12 18:00:00,436.1
500KV-BYQ-003,2025-07-12 18:00:00,396.7
500KV-BYQ-001,2025-07-13 00:00:00,373.3
500KV-BYQ-002,2025-07-13 00:00:00,431.9
500KV-BYQ-003,2025-07-13 00:00:00,396.0
500KV-BYQ-001,2025-07-13 06:00:00,378.1
500KV-BYQ-002,2025-07-13 06:00:00,430.1
500KV-BYQ-003,2025-07-13 06:00:00,399.2
500KV-BYQ-001,2025-07-13 12:00:00,379.9
500KV-BYQ-002,2025-07-13 12:00:00,426.9
500KV-BYQ-003,2025-07-13 12:00:00,396.1
500KV-BYQ-001,2025-07-13 18:00:00,379.8
500KV-BYQ-002,2025-07-13 18:00:00,421.9
500KV-BYQ-003,2025-07-13 18:00:00,391.3
500KV-BYQ-001,2025-07-14 00:00:00,382.9
500KV-BYQ-002,2025-07-14 00:00:00,426.8
500KV-BYQ-003,2025-07-14 00:00:00,393.4
500KV-BYQ-001,2025-07-14 06:00:00,380.9
500KV-BYQ-002,2025-07-14 06:00:00,422.6
500KV-BYQ-003,2025-07-14 06:00:00,398.2
500KV-BYQ-001,2025-07-14 12:00:00,376.2
500KV-BYQ-002,2025-07-14 12:00:00,424.7
500KV-BYQ-003,2025-07-14 12:00:00,400.1
500KV-BYQ-001,2025-07-14 18:00:00,373.0
500KV-BYQ-002,2025-07-14 18:00:00,428.0
500KV-BYQ-003,2025-07-14 18:00:00,401.8
500KV-BYQ-001,2025-07-15 00:00:00,371.6
500KV-BYQ-002,2025-07-15 00:00:00,429.9
500KV-BYQ-003,2025-07-15 00:00:00,398.6
500KV-BYQ-001,2025-07-15 06:00:00,370.4
500KV-BYQ-002,2025-07-15 06:00:00,428.6
500KV-BYQ-003,2025-07-15 06:00:00,397.9
500KV-BYQ-001,2025-07-15 12:00:00,370.3
500KV-BYQ-002,2025-07-15 12:00:00,426.4
500KV-BYQ-003,2025-07-15 12:00:00,394.9
500KV-BYQ-001,2025-07-15 18:00:00,372.0
500KV-BYQ-002,2025-07-15 18:00:00,427.1
500KV-BYQ-003,2025-07-15 18:00:00,393.7
500KV-BYQ-001,2025-07-16 00:00:00,367.7
500KV-BYQ-002,2025-07-16 00:00:00,426.8
500KV-BYQ-003,2025-07-16 00:00:00,393.3
500KV-BYQ-001,2025-07-16 06:00:00,365.0
500KV-BYQ-002,2025-07-16 06:00:00,424.6
500KV-BYQ-003,2025-07-16 06:00:00,392.8
500KV-BYQ-001,2025-07-16 12:00:00,369.2
500KV-BYQ-002,2025-07-16 12:00:00,420.6
500KV-BYQ-003,2025-07-16 12:00:00,397.2
500KV-BYQ-001,2025-07-16 18:00:00,368.8
500KV-BYQ-002,2025-07-16 18:00:00,419.5
500KV-BYQ-003,2025-07-16 18:00:00,396.8
500KV-BYQ-001,2025-07-17 00:00:00,373.0
500KV-BYQ-002,2025-07-17 00:00:00,416.4
500KV-BYQ-003,2025-07-17 00:00:00,398.5
500KV-BYQ-001,2025-07-17 06:00:00,371.5
500KV-BYQ-002,2025-07-17 06:00:00,412.8
500KV-BYQ-003,2025-07-17 06:00:00,401.9
500KV-BYQ-001,2025-07-17 12:00:00,375.9
500KV-BYQ-002,2025-07-17 12:00:00,408.2
500KV-BYQ-003,2025-07-17 12:00:00,405.5
500KV-BYQ-001,2025-07-17 18:00:00,378.3
500KV-BYQ-002,2025-07-17 18:00:00,404.3
500KV-BYQ-003,2025-07-17 18:00:00,409.7
500KV-BYQ-001,2025-07-18 00:00:00,374.9
500KV-BYQ-002,2025-07-18 00:00:00,406.3
500KV-BYQ-003,2025-07-18 00:00:00,414.6
500KV-BYQ-001,2025-07-18 06:00:00,372.9
500KV-BYQ-002,2025-07-18 06:00:00,402.9
500KV-BYQ-003,2025-07-18 06:00:00,419.4
500KV-BYQ-001,2025-07-18 12:00:00,369.2
500KV-BYQ-002,2025-07-18 12:00:00,402.8
500KV-BYQ-003,2025-07-18 12:00:00,420.2
500KV-BYQ-001,2025-07-18 18:00:00,368.8
500KV-BYQ-002,2025-07-18 18:00:00,403.6
500KV-BYQ-003,2025-07-18 18:00:00,418.0
500KV-BYQ-001,2025-07-19 00:00:00,369.1
500KV-BYQ-002,2025-07-19 00:00:00,407.0
500KV-BYQ-003,2025-07-19 00:00:00,413.3
500KV-BYQ-001,2025-07-19 06:00:00,370.2
500KV-BYQ-002,2025-07-19 06:00:00,402.1
500KV-BYQ-003,2025-07-19 06:00:00,411.6
500KV-BYQ-001,2025-07-19 12:00:00,373.7
500KV-BYQ-002,2025-07-19 12:00:00,403.1
500KV-BYQ-003,2025-07-19 12:00:00,416.5
500KV-BYQ-001,2025-07-19 18:00:00,373.4
500KV-BYQ-002,2025-07-19 18:00:00,399.5
500KV-BYQ-003,2025-07-19 18:00:00,414.0
500KV-BYQ-001,2025-07-20 00:00:00,369.0
500KV-BYQ-002,2025-07-20 00:00:00,396.0
500KV-BYQ-003,2025-07-20 00:00:00,418.1
500KV-BYQ-001,2025-07-20 06:00:00,371.8
500KV-BYQ-002,2025-07-20 06:00:00,397.0
500KV-BYQ-003,2025-07-20 06:00:00,414.2
500KV-BYQ-001,2025-07-20 12:00:00,369.4
500KV-BYQ-002,2025-07-20 12:00:00,394.9
500KV-BYQ-003,2025-07-20 12:00:00,410.3
500KV-BYQ-001,2025-07-20 18:00:00,365.7
500KV-BYQ-002,2025-07-20 18:00:00,396.9
500KV-BYQ-003,2025-07-20 18:00:00,406.6
500KV-BYQ-001,2025-07-21 00:00:00,366.8
500KV-BYQ-002,2025-07-21 00:00:00,392.7
500KV-BYQ-003,2025-07-21 00:00:00,402.6
500KV-BYQ-001,2025-07-21 06:00:00,370.7
500KV-BYQ-002,2025-07-21 06:00:00,388.9
500KV-BYQ-003,2025-07-21 06:00:00,405.5
500KV-BYQ-001,2025-07-21 12:00:00,368.0
500KV-BYQ-002,2025-07-21 12:00:00,385.3
500KV-BYQ-003,2025-07-21 12:00:00,407.0
500KV-BYQ-001,2025-07-21 18:00:00,370.9
500KV-BYQ-002,2025-07-21 18:00:00,381.8
500KV-BYQ-003,2025-07-21 18:00:00,407.4
500KV-BYQ-001,2025-07-22 00:00:00,370.0
500KV-BYQ-002,2025-07-22 00:00:00,381.1
500KV-BYQ-003,2025-07-22 00:00:00,408.7
500KV-BYQ-001,2025-07-22 06:00:00,373.9
500KV-BYQ-002,2025-07-22 06:00:00,386.1
500KV-BYQ-003,2025-07-22 06:00:00,409.0
500KV-BYQ-001,2025-07-22 12:00:00,377.6
500KV-BYQ-002,2025-07-22 12:00:00,385.1
500KV-BYQ-003,2025-07-22 12:00:00,413.2
500KV-BYQ-001,2025-07-22 18:00:00,376.9
500KV-BYQ-002,2025-07-22 18:00:00,385.7
500KV-BYQ-003,2025-07-22 18:00:00,416.0
500KV-BYQ-001,2025-07-23 00:00:00,375.0
500KV-BYQ-002,2025-07-23 00:00:00,384.2
500KV-BYQ-003,2025-07-23 00:00:00,415.9
500KV-BYQ-001,2025-07-23 06:00:00,375.7
500KV-BYQ-002,2025-07-23 06:00:00,384.2
500KV-BYQ-003,2025-07-23 06:00:00,413.7
500KV-BYQ-001,2025-07-23 12:00:00,375.6
500KV-BYQ-002,2025-07-23 12:00:00,388.4
500KV-BYQ-003,2025-07-23 12:00:00,416.8
500KV-BYQ-001,2025-07-23 18:00:00,375.7
500KV-BYQ-002,2025-07-23 18:00:00,388.7
500KV-BYQ-003,2025-07-23 18:00:00,420.6
500KV-BYQ-001,2025-07-24 00:00:00,378.3
500KV-BYQ-002,2025-07-24 00:00:00,392.7
500KV-BYQ-003,2025-07-24 00:00:00,419.9
500KV-BYQ-001,2025-07-24 06:00:00,378.3
500KV-BYQ-002,2025-07-24 06:00:00,388.6
500KV-BYQ-003,2025-07-24 06:00:00,424.5
500KV-BYQ-001,2025-07-24 12:00:00,374.9
500KV-BYQ-002,2025-07-24 12:00:00,385.4
500KV-BYQ-003,2025-07-24 12:00:00,419.6
500KV-BYQ-001,2025-07-24 18:00:00,371.8
500KV-BYQ-002,2025-07-24 18:00:00,383.4
500KV-BYQ-003,2025-07-24 18:00:00,420.5
500KV-BYQ-001,2025-07-25 00:00:00,374.1
500KV-BYQ-002,2025-07-25 00:00:00,388.2
500KV-BYQ-003,2025-07-25 00:00:00,420.1
500KV-BYQ-001,2025-07-25 06:00:00,372.6
500KV-BYQ-002,2025-07-25 06:00:00,386.2
500KV-BYQ-003,2025-07-25 06:00:00,415.9
500KV-BYQ-001,2025-07-25 12:00:00,374.9
500KV-BYQ-002,2025-07-25 12:00:00,388.6
500KV-BYQ-003,2025-07-25 12:00:00,414.7
500KV-BYQ-001,2025-07-25 18:00:00,373.0
500KV-BYQ-002,2025-07-25 18:00:00,385.3
500KV-BYQ-003,2025-07-25 18:00:00,417.0
500KV-BYQ-001,2025-07-26 00:00:00,373.0
500KV-BYQ-002,2025-07-26 00:00:00,384.6
500KV-BYQ-003,2025-07-26 00:00:00,415.6
500KV-BYQ-001,2025-07-26 06:00:00,370.4
500KV-BYQ-002,2025-07-26 06:00:00,388.4
500KV-BYQ-003,2025-07-26 06:00:00,413.8
500KV-BYQ-001,2025-07-26 12:00:00,369.5
500KV-BYQ-002,2025-07-26 12:00:00,385.1
500KV-BYQ-003,2025-07-26 12:00:00,411.2
500KV-BYQ-001,2025-07-26 18:00:00,367.3
500KV-BYQ-002,2025-07-26 18:00:00,388.2
500KV-BYQ-003,2025-07-26 18:00:00,414.2
500KV-BYQ-001,2025-07-27 00:00:00,366.2
500KV-BYQ-002,2025-07-27 00:00:00,393.1
500KV-BYQ-003,2025-07-27 00:00:00,418.0
500KV-BYQ-001,2025-07-27 06:00:00,369.9
500KV-BYQ-002,2025-07-27 06:00:00,388.7
500KV-BYQ-003,2025-07-27 06:00:00,421.9
500KV-BYQ-001,2025-07-27 12:00:00,371.1
500KV-BYQ-002,2025-07-27 12:00:00,384.4
500KV-BYQ-003,2025-07-27 12:00:00,419.7
500KV-BYQ-001,2025-07-27 18:00:00,366.4
500KV-BYQ-002,2025-07-27 18:00:00,387.6
500KV-BYQ-003,2025-07-27 18:00:00,421.6
500KV-BYQ-001,2025-07-28 00:00:00,364.5
500KV-BYQ-002,2025-07-28 00:00:00,385.2
500KV-BYQ-003,2025-07-28 00:00:00,421.3
500KV-BYQ-001,2025-07-28 06:00:00,360.0
500KV-BYQ-002,2025-07-28 06:00:00,388.8
500KV-BYQ-003,2025-07-28 06:00:00,421.8
500KV-BYQ-001,2025-07-28 12:00:00,360.0
500KV-BYQ-002,2025-07-28 12:00:00,390.9
500KV-BYQ-003,2025-07-28 12:00:00,417.2
500KV-BYQ-001,2025-07-28 18:00:00,362.8
500KV-BYQ-002,2025-07-28 18:00:00,395.1
500KV-BYQ-003,2025-07-28 18:00:00,415.8
500KV-BYQ-001,2025-07-29 00:00:00,363.2
500KV-BYQ-002,2025-07-29 00:00:00,393.4
500KV-BYQ-003,2025-07-29 00:00:00,415.5
500KV-BYQ-001,2025-07-29 06:00:00,367.6
500KV-BYQ-002,2025-07-29 06:00:00,390.0
500KV-BYQ-003,2025-07-29 06:00:00,417.0
500KV-BYQ-001,2025-07-29 12:00:00,368.8
500KV-BYQ-002,2025-07-29 12:00:00,388.4
500KV-BYQ-003,2025-07-29 12:00:00,420.1
500KV-BYQ-001,2025-07-29 18:00:00,371.1
500KV-BYQ-002,2025-07-29 18:00:00,393.3
500KV-BYQ-003,2025-07-29 18:00:00,424.9
500KV-BYQ-001,2025-07-30 00:00:00,367.6
500KV-BYQ-002,2025-07-30 00:00:00,395.8
500KV-BYQ-003,2025-07-30 00:00:00,420.8
500KV-BYQ-001,2025-07-30 06:00:00,372.6
500KV-BYQ-002,2025-07-30 06:00:00,395.7
500KV-BYQ-003,2025-07-30 06:00:00,417.7
500KV-BYQ-001,2025-07-30 12:00:00,373.5
500KV-BYQ-002,2025-07-30 12:00:00,393.0
500KV-BYQ-003,2025-07-30 12:00:00,422.4
500KV-BYQ-001,2025-07-30 18:00:00,369.9
500KV-BYQ-002,2025-07-30 18:00:00,393.9
500KV-BYQ-003,2025-07-30 18:00:00,418.9
500KV-BYQ-001,2025-07-31 00:00:00,369.4
500KV-BYQ-002,2025-07-31 00:00:00,396.3
500KV-BYQ-003,2025-07-31 00:00:00,414.4
500KV-BYQ-001,2025-07-31 06:00:00,368.2
500KV-BYQ-002,2025-07-31 06:00:00,399.9
500KV-BYQ-003,2025-07-31 06:00:00,415.1
500KV-BYQ-001,2025-07-31 12:00:00,370.9
500KV-BYQ-002,2025-07-31 12:00:00,402.9
500KV-BYQ-003,2025-07-31 12:00:00,410.4
500KV-BYQ-001,2025-07-31 18:00:00,372.4
500KV-BYQ-002,2025-07-31 18:00:00,401.6
500KV-BYQ-003,2025-07-31 18:00:00,406.1
500KV-BYQ-001,2025-08-01 00:00:00,376.9
500KV-BYQ-002,2025-08-01 00:00:00,403.5
500KV-BYQ-003,2025-08-01 00:00:00,404.8
500KV-BYQ-001,2025-08-01 06:00:00,380.1
500KV-BYQ-002,2025-08-01 06:00:00,404.3
500KV-BYQ-003,2025-08-01 06:00:00,403.6
500KV-BYQ-001,2025-08-01 12:00:00,375.7
500KV-BYQ-002,2025-08-01 12:00:00,403.9
500KV-BYQ-003,2025-08-01 12:00:00,406.1
500KV-BYQ-001,2025-08-01 18:00:00,371.6
500KV-BYQ-002,2025-08-01 18:00:00,408.5
500KV-BYQ-003,2025-08-01 18:00:00,402.8
500KV-BYQ-001,2025-08-02 00:00:00,366.6
500KV-BYQ-002,2025-08-02 00:00:00,407.7
500KV-BYQ-003,2025-08-02 00:00:00,398.0
500KV-BYQ-001,2025-08-02 06:00:00,361.8
500KV-BYQ-002,2025-08-02 06:00:00,407.7
500KV-BYQ-003,2025-08-02 06:00:00,394.7
500KV-BYQ-001,2025-08-02 12:00:00,364.6
500KV-BYQ-002,2025-08-02 12:00:00,412.2
500KV-BYQ-003,2025-08-02 12:00:00,393.5
500KV-BYQ-001,2025-08-02 18:00:00,363.9
500KV-BYQ-002,2025-08-02 18:00:00,416.6
500KV-BYQ-003,2025-08-02 18:00:00,392.5
500KV-BYQ-001,2025-08-03 00:00:00,360.0
500KV-BYQ-002,2025-08-03 00:00:00,419.7
500KV-BYQ-003,2025-08-03 00:00:00,395.8
500KV-BYQ-001,2025-08-03 06:00:00,363.8
500KV-BYQ-002,2025-08-03 06:00:00,416.4
500KV-BYQ-003,2025-08-03 06:00:00,398.2
500KV-BYQ-001,2025-08-03 12:00:00,366.8
500KV-BYQ-002,2025-08-03 12:00:00,415.5
500KV-BYQ-003,2025-08-03 12:00:00,396.2
500KV-BYQ-001,2025-08-03 18:00:00,365.7
500KV-BYQ-002,2025-08-03 18:00:00,415.7
500KV-BYQ-003,2025-08-03 18:00:00,395.2
500KV-BYQ-001,2025-08-04 00:00:00,370.6
500KV-BYQ-002,2025-08-04 00:00:00,414.4
500KV-BYQ-003,2025-08-04 00:00:00,399.2
500KV-BYQ-001,2025-08-04 06:00:00,375.2
500KV-BYQ-002,2025-08-04 06:00:00,418.9
500KV-BYQ-003,2025-08-04 06:00:00,403.2
500KV-BYQ-001,2025-08-04 12:00:00,377.3
500KV-BYQ-002,2025-08-04 12:00:00,416.0
500KV-BYQ-003,2025-08-04 12:00:00,406.3
500KV-BYQ-001,2025-08-04 18:00:00,377.0
500KV-BYQ-002,2025-08-04 18:00:00,413.4
500KV-BYQ-003,2025-08-04 18:00:00,410.1
500KV-BYQ-001,2025-08-05 00:00:00,377.0
500KV-BYQ-002,2025-08-05 00:00:00,412.3
500KV-BYQ-003,2025-08-05 00:00:00,406.3
500KV-BYQ-001,2025-08-05 06:00:00,380.6
500KV-BYQ-002,2025-08-05 06:00:00,409.8
500KV-BYQ-003,2025-08-05 06:00:00,403.8
500KV-BYQ-001,2025-08-05 12:00:00,377.7
500KV-BYQ-002,2025-08-05 12:00:00,414.7
500KV-BYQ-003,2025-08-05 12:00:00,402.4
500KV-BYQ-001,2025-08-05 18:00:00,373.2
500KV-BYQ-002,2025-08-05 18:00:00,412.8
500KV-BYQ-003,2025-08-05 18:00:00,406.1
500KV-BYQ-001,2025-08-06 00:00:00,372.6
500KV-BYQ-002,2025-08-06 00:00:00,410.1
500KV-BYQ-003,2025-08-06 00:00:00,401.8
500KV-BYQ-001,2025-08-06 06:00:00,375.3
500KV-BYQ-002,2025-08-06 06:00:00,409.0
500KV-BYQ-003,2025-08-06 06:00:00,403.8
500KV-BYQ-001,2025-08-06 12:00:00,374.1
500KV-BYQ-002,2025-08-06 12:00:00,409.8
500KV-BYQ-003,2025-08-06 12:00:00,402.0
500KV-BYQ-001,2025-08-06 18:00:00,370.9
500KV-BYQ-002,2025-08-06 18:00:00,411.3
500KV-BYQ-003,2025-08-06 18:00:00,402.1
500KV-BYQ-001,2025-08-07 00:00:00,370.0
500KV-BYQ-002,2025-08-07 00:00:00,407.2
500KV-BYQ-003,2025-08-07 00:00:00,402.8
500KV-BYQ-001,2025-08-07 06:00:00,374.5
500KV-BYQ-002,2025-08-07 06:00:00,407.8
500KV-BYQ-003,2025-08-07 06:00:00,403.4
500KV-BYQ-001,2025-08-07 12:00:00,372.0
500KV-BYQ-002,2025-08-07 12:00:00,407.1
500KV-BYQ-003,2025-08-07 12:00:00,404.5
500KV-BYQ-001,2025-08-07 18:00:00,374.7
500KV-BYQ-002,2025-08-07 18:00:00,404.5
500KV-BYQ-003,2025-08-07 18:00:00,405.4
500KV-BYQ-001,2025-08-08 00:00:00,372.4
500KV-BYQ-002,2025-08-08 00:00:00,404.9
500KV-BYQ-003,2025-08-08 00:00:00,408.5
500KV-BYQ-001,2025-08-08 06:00:00,376.1
500KV-BYQ-002,2025-08-08 06:00:00,403.8
500KV-BYQ-003,2025-08-08 06:00:00,405.3
500KV-BYQ-001,2025-08-08 12:00:00,380.5
500KV-BYQ-002,2025-08-08 12:00:00,408.0
500KV-BYQ-003,2025-08-08 12:00:00,405.8
500KV-BYQ-001,2025-08-08 18:00:00,378.1
500KV-BYQ-002,2025-08-08 18:00:00,410.0
500KV-BYQ-003,2025-08-08 18:00:00,404.4
500KV-BYQ-001,2025-08-09 00:00:00,379.5
500KV-BYQ-002,2025-08-09 00:00:00,413.8
500KV-BYQ-003,2025-08-09 00:00:00,404.1
500KV-BYQ-001,2025-08-09 06:00:00,379.5
500KV-BYQ-002,2025-08-09 06:00:00,408.9
500KV-BYQ-003,2025-08-09 06:00:00,404.3
500KV-BYQ-001,2025-08-09 12:00:00,383.1
500KV-BYQ-002,2025-08-09 12:00:00,407.8
500KV-BYQ-003,2025-08-09 12:00:00,401.5
500KV-BYQ-001,2025-08-09 18:00:00,379.3
500KV-BYQ-002,2025-08-09 18:00:00,406.9
500KV-BYQ-003,2025-08-09 18:00:00,403.8
500KV-BYQ-001,2025-08-10 00:00:00,382.9
500KV-BYQ-002,2025-08-10 00:00:00,401.9
500KV-BYQ-003,2025-08-10 00:00:00,400.1
500KV-BYQ-001,2025-08-10 06:00:00,380.0
500KV-BYQ-002,2025-08-10 06:00:00,404.9
500KV-BYQ-003,2025-08-10 06:00:00,395.8
500KV-BYQ-001,2025-08-10 12:00:00,379.4
500KV-BYQ-002,2025-08-10 12:00:00,408.2
500KV-BYQ-003,2025-08-10 12:00:00,396.8
500KV-BYQ-001,2025-08-10 18:00:00,384.1
500KV-BYQ-002,2025-08-10 18:00:00,405.8
500KV-BYQ-003,2025-08-10 18:00:00,400.2
500KV-BYQ-001,2025-08-11 00:00:00,385.7
500KV-BYQ-002,2025-08-11 00:00:00,405.0
500KV-BYQ-003,2025-08-11 00:00:00,403.1
500KV-BYQ-001,2025-08-11 06:00:00,388.4
500KV-BYQ-002,2025-08-11 06:00:00,407.2
500KV-BYQ-003,2025-08-11 06:00:00,403.8
500KV-BYQ-001,2025-08-11 12:00:00,392.8
500KV-BYQ-002,2025-08-11 12:00:00,410.6
500KV-BYQ-003,2025-08-11 12:00:00,402.9
500KV-BYQ-001,2025-08-11 18:00:00,393.3
500KV-BYQ-002,2025-08-11 18:00:00,408.1
500KV-BYQ-003,2025-08-11 18:00:00,398.4
500KV-BYQ-001,2025-08-12 00:00:00,397.8
500KV-BYQ-002,2025-08-12 00:00:00,404.8
500KV-BYQ-003,2025-08-12 00:00:00,393.6
500KV-BYQ-001,2025-08-12 06:00:00,393.5
500KV-BYQ-002,2025-08-12 06:00:00,405.0
500KV-BYQ-003,2025-08-12 06:00:00,395.4
500KV-BYQ-001,2025-08-12 12:00:00,395.7
500KV-BYQ-002,2025-08-12 12:00:00,400.5
500KV-BYQ-003,2025-08-12 12:00:00,393.6
500KV-BYQ-001,2025-08-12 18:00:00,399.1
500KV-BYQ-002,2025-08-12 18:00:00,405.1
500KV-BYQ-003,2025-08-12 18:00:00,394.6
500KV-BYQ-001,2025-08-13 00:00:00,394.3
500KV-BYQ-002,2025-08-13 00:00:00,403.0
500KV-BYQ-003,2025-08-13 00:00:00,395.5
500KV-BYQ-001,2025-08-13 06:00:00,396.9
500KV-BYQ-002,2025-08-13 06:00:00,401.1
500KV-BYQ-003,2025-08-13 06:00:00,392.7
500KV-BYQ-001,2025-08-13 12:00:00,398.5
500KV-BYQ-002,2025-08-13 12:00:00,397.9
500KV-BYQ-003,2025-08-13 12:00:00,391.3
500KV-BYQ-001,2025-08-13 18:00:00,399.7
500KV-BYQ-002,2025-08-13 18:00:00,397.5
500KV-BYQ-003,2025-08-13 18:00:00,389.7
500KV-BYQ-001,2025-08-14 00:00:00,396.9
500KV-BYQ-002,2025-08-14 00:00:00,393.8
500KV-BYQ-003,2025-08-14 00:00:00,393.2
500KV-BYQ-001,2025-08-14 06:00:00,395.7
500KV-BYQ-002,2025-08-14 06:00:00,394.2
500KV-BYQ-003,2025-08-14 06:00:00,390.6
500KV-BYQ-001,2025-08-14 12:00:00,396.6
500KV-BYQ-002,2025-08-14 12:00:00,398.1
500KV-BYQ-003,2025-08-14 12:00:00,390.7
500KV-BYQ-001,2025-08-14 18:00:00,397.9
500KV-BYQ-002,2025-08-14 18:00:00,396.8
500KV-BYQ-003,2025-08-14 18:00:00,391.7
500KV-BYQ-001,2025-08-15 00:00:00,396.8
500KV-BYQ-002,2025-08-15 00:00:00,399.3
500KV-BYQ-003,2025-08-15 00:00:00,392.5
500KV-BYQ-001,2025-08-15 06:00:00,399.2
500KV-BYQ-002,2025-08-15 06:00:00,394.5
500KV-BYQ-003,2025-08-15 06:00:00,388.4
500KV-BYQ-001,2025-08-15 12:00:00,396.9
500KV-BYQ-002,2025-08-15 12:00:00,392.5
500KV-BYQ-003,2025-08-15 12:00:00,384.7
500KV-BYQ-001,2025-08-15 18:00:00,397.0
500KV-BYQ-002,2025-08-15 18:00:00,396.1
