变压器资产ID,产生时间（15秒）,相别,有功电流（A）,有功功率（MW）,无功功率（MW）,负载率（%）,功率因数,开关档位
500KV-BYQ-003,2024-06-10 02:51:00,B,1212.1,426.0,89.2,70.5,0.95,5
500KV-BYQ-003,2024-06-10 02:51:00,C,1248.8,408.7,92.9,71.3,0.91,5
500KV-BYQ-001,2024-06-10 02:52:00,A,1231.9,426.6,90.4,66.8,0.91,2
500KV-BYQ-001,2024-06-10 02:52:00,B,1208.0,437.8,93.1,67.7,0.93,2
500KV-BYQ-001,2024-06-10 02:52:00,C,1194.8,426.6,95.6,71.6,0.92,2
500KV-BYQ-002,2024-06-10 02:52:00,A,1218.0,432.3,82.1,68.8,0.93,4
500KV-BYQ-002,2024-06-10 02:52:00,B,1223.0,417.7,84.2,72.5,0.95,4
500KV-BYQ-002,2024-06-10 02:52:00,C,1217.3,399.2,91.5,73.9,0.93,4
500KV-BYQ-003,2024-06-10 02:52:00,A,1261.1,398.4,84.5,70.3,0.92,2
500KV-BYQ-003,2024-06-10 02:52:00,B,1230.5,430.8,92.7,67.1,0.9,2
500KV-BYQ-003,2024-06-10 02:52:00,C,1279.1,446.8,82.6,66.8,0.91,2
500KV-BYQ-001,2024-06-10 02:53:00,A,1228.6,419.2,84.4,67.7,0.91,3
500KV-BYQ-001,2024-06-10 02:53:00,B,1226.2,412.7,87.7,68.0,0.94,3
500KV-BYQ-001,2024-06-10 02:53:00,C,1299.2,429.0,87.6,75.1,0.92,3
500KV-BYQ-002,2024-06-10 02:53:00,A,1222.1,436.6,88.6,73.2,0.92,3
500KV-BYQ-002,2024-06-10 02:53:00,B,1291.7,431.3,88.7,76.4,0.91,3
500KV-BYQ-002,2024-06-10 02:53:00,C,1209.3,424.8,91.4,68.7,0.9,3
500KV-BYQ-003,2024-06-10 02:53:00,A,1190.4,455.8,79.8,74.4,0.94,3
500KV-BYQ-003,2024-06-10 02:53:00,B,1241.5,434.5,92.8,70.0,0.9,3
500KV-BYQ-003,2024-06-10 02:53:00,C,1256.5,436.3,79.0,74.3,0.95,3
500KV-BYQ-001,2024-06-10 02:54:00,A,1237.7,426.5,85.2,70.5,0.93,4
500KV-BYQ-001,2024-06-10 02:54:00,B,1262.0,441.3,92.9,71.5,0.92,4
500KV-BYQ-001,2024-06-10 02:54:00,C,1264.2,411.1,81.4,64.9,0.91,4
500KV-BYQ-002,2024-06-10 02:54:00,A,1282.2,431.7,86.4,69.2,0.95,1
500KV-BYQ-002,2024-06-10 02:54:00,B,1289.1,429.7,85.6,73.8,0.93,1
500KV-BYQ-002,2024-06-10 02:54:00,C,1261.6,439.7,85.3,72.9,0.94,1
500KV-BYQ-003,2024-06-10 02:54:00,A,1178.4,437.7,84.2,64.6,0.93,3
500KV-BYQ-003,2024-06-10 02:54:00,B,1257.3,415.3,81.4,67.3,0.91,3
500KV-BYQ-003,2024-06-10 02:54:00,C,1257.5,411.0,91.5,71.7,0.92,3
500KV-BYQ-001,2024-06-10 02:55:00,A,1236.5,445.6,95.4,73.8,0.92,4
500KV-BYQ-001,2024-06-10 02:55:00,B,1207.2,435.1,84.7,66.0,0.94,4
500KV-BYQ-001,2024-06-10 02:55:00,C,1208.6,422.2,89.7,67.3,0.93,4
500KV-BYQ-002,2024-06-10 02:55:00,A,1213.9,400.2,86.6,68.7,0.95,5
500KV-BYQ-002,2024-06-10 02:55:00,B,1248.8,395.9,89.1,73.2,0.93,5
500KV-BYQ-002,2024-06-10 02:55:00,C,1261.0,419.9,89.9,75.3,0.92,5
500KV-BYQ-003,2024-06-10 02:55:00,A,1304.2,406.9,87.9,71.5,0.92,1
500KV-BYQ-003,2024-06-10 02:55:00,B,1277.1,429.8,95.5,73.8,0.93,1
500KV-BYQ-003,2024-06-10 02:55:00,C,1214.6,415.0,92.0,74.1,0.91,1
500KV-BYQ-001,2024-06-10 02:56:00,A,1253.9,416.4,88.3,71.4,0.9,2
500KV-BYQ-001,2024-06-10 02:56:00,B,1196.3,434.1,84.0,71.7,0.92,2
500KV-BYQ-001,2024-06-10 02:56:00,C,1268.2,441.4,89.9,68.5,0.93,2
500KV-BYQ-002,2024-06-10 02:56:00,A,1295.9,415.7,89.0,68.7,0.92,5
500KV-BYQ-002,2024-06-10 02:56:00,B,1242.2,447.4,90.9,67.3,0.95,5
500KV-BYQ-002,2024-06-10 02:56:00,C,1272.7,442.5,82.6,72.2,0.95,5
500KV-BYQ-003,2024-06-10 02:56:00,A,1276.5,419.1,92.7,75.1,0.9,2
500KV-BYQ-003,2024-06-10 02:56:00,B,1300.7,408.0,82.1,66.0,0.9,2
500KV-BYQ-003,2024-06-10 02:56:00,C,1254.6,404.3,85.7,69.4,0.93,2
500KV-BYQ-001,2024-06-10 02:57:00,A,1224.2,442.4,89.3,70.1,0.91,1
500KV-BYQ-001,2024-06-10 02:57:00,B,1303.8,398.0,92.7,66.2,0.92,1
500KV-BYQ-001,2024-06-10 02:57:00,C,1203.0,400.0,83.1,74.0,0.95,1
500KV-BYQ-002,2024-06-10 02:57:00,A,1281.6,435.5,94.0,64.9,0.95,3
500KV-BYQ-002,2024-06-10 02:57:00,B,1240.4,411.9,82.7,74.2,0.93,3
500KV-BYQ-002,2024-06-10 02:57:00,C,1215.8,394.9,92.0,74.4,0.94,3
500KV-BYQ-003,2024-06-10 02:57:00,A,1228.3,445.3,86.6,71.1,0.95,2
500KV-BYQ-003,2024-06-10 02:57:00,B,1263.1,410.2,81.9,68.7,0.92,2
500KV-BYQ-003,2024-06-10 02:57:00,C,1303.4,446.7,82.0,65.7,0.94,2
500KV-BYQ-001,2024-06-10 02:58:00,A,1232.6,432.8,93.1,65.9,0.93,1
500KV-BYQ-001,2024-06-10 02:58:00,B,1201.8,422.7,79.7,70.2,0.93,1
500KV-BYQ-001,2024-06-10 02:58:00,C,1269.2,422.6,87.4,70.4,0.9,1
500KV-BYQ-002,2024-06-10 02:58:00,A,1248.5,439.7,80.4,74.8,0.92,2
500KV-BYQ-002,2024-06-10 02:58:00,B,1284.5,442.5,92.7,69.1,0.92,2
500KV-BYQ-002,2024-06-10 02:58:00,C,1228.6,429.7,81.2,73.5,0.93,2
500KV-BYQ-003,2024-06-10 02:58:00,A,1253.9,426.6,93.6,66.3,0.9,3
500KV-BYQ-003,2024-06-10 02:58:00,B,1282.2,452.2,93.0,74.0,0.9,3
500KV-BYQ-003,2024-06-10 02:58:00,C,1205.8,453.0,86.7,69.0,0.92,3
500KV-BYQ-001,2024-06-10 02:59:00,A,1209.1,421.2,84.3,75.4,0.92,3
500KV-BYQ-001,2024-06-10 02:59:00,B,1217.3,411.6,82.9,67.5,0.91,3
500KV-BYQ-001,2024-06-10 02:59:00,C,1240.9,417.5,91.9,67.8,0.91,3
500KV-BYQ-002,2024-06-10 02:59:00,A,1206.1,405.8,86.0,70.7,0.91,3
500KV-BYQ-002,2024-06-10 02:59:00,B,1282.3,424.4,89.1,69.1,0.93,3
500KV-BYQ-002,2024-06-10 02:59:00,C,1277.0,409.2,81.1,66.7,0.92,3
500KV-BYQ-003,2024-06-10 02:59:00,A,1212.5,413.3,95.9,73.2,0.91,1
500KV-BYQ-003,2024-06-10 02:59:00,B,1262.9,426.7,84.1,69.7,0.94,1
500KV-BYQ-003,2024-06-10 02:59:00,C,1232.6,424.1,80.9,74.6,0.9,1
500KV-BYQ-001,2024-06-10 03:00:00,A,1238.0,420.5,86.5,68.8,0.93,5
500KV-BYQ-001,2024-06-10 03:00:00,B,1187.6,426.0,91.2,69.7,0.94,5
500KV-BYQ-001,2024-06-10 03:00:00,C,1291.6,403.2,81.8,70.0,0.93,5
500KV-BYQ-002,2024-06-10 03:00:00,A,1287.7,445.8,82.7,69.2,0.93,2
500KV-BYQ-002,2024-06-10 03:00:00,B,1256.0,450.2,93.4,66.4,0.91,2
500KV-BYQ-002,2024-06-10 03:00:00,C,1286.9,432.3,84.5,74.1,0.92,2
500KV-BYQ-003,2024-06-10 03:00:00,A,1200.2,411.1,83.0,72.3,0.9,1
500KV-BYQ-003,2024-06-10 03:00:00,B,1249.4,402.4,87.5,69.7,0.92,1
500KV-BYQ-003,2024-06-10 03:00:00,C,1206.2,410.9,86.1,73.2,0.91,1
500KV-BYQ-001,2024-06-10 03:01:00,A,1282.0,405.0,81.1,65.5,0.94,2
500KV-BYQ-001,2024-06-10 03:01:00,B,1202.5,441.1,89.6,69.5,0.95,2
500KV-BYQ-001,2024-06-10 03:01:00,C,1287.4,421.7,89.3,71.5,0.9,2
500KV-BYQ-002,2024-06-10 03:01:00,A,1223.2,419.3,84.5,66.2,0.92,4
500KV-BYQ-002,2024-06-10 03:01:00,B,1252.0,432.0,82.6,69.2,0.94,4
500KV-BYQ-002,2024-06-10 03:01:00,C,1212.7,439.4,85.9,66.5,0.92,4
500KV-BYQ-003,2024-06-10 03:01:00,A,1250.2,425.9,82.3,74.2,0.91,5
500KV-BYQ-003,2024-06-10 03:01:00,B,1309.0,428.2,80.9,65.1,0.9,5
500KV-BYQ-003,2024-06-10 03:01:00,C,1215.8,433.1,81.3,66.8,0.92,5
500KV-BYQ-001,2024-06-10 03:02:00,A,1307.4,407.6,95.2,72.7,0.94,2
500KV-BYQ-001,2024-06-10 03:02:00,B,1216.1,433.8,93.9,66.7,0.91,2
500KV-BYQ-001,2024-06-10 03:02:00,C,1274.5,431.5,85.9,74.1,0.9,2
500KV-BYQ-002,2024-06-10 03:02:00,A,1251.6,426.0,83.4,69.4,0.93,3
500KV-BYQ-002,2024-06-10 03:02:00,B,1284.2,405.9,88.1,75.8,0.9,3
500KV-BYQ-002,2024-06-10 03:02:00,C,1218.4,418.2,94.5,65.8,0.92,3
500KV-BYQ-003,2024-06-10 03:02:00,A,1319.6,450.6,89.9,72.3,0.9,3
500KV-BYQ-003,2024-06-10 03:02:00,B,1216.8,427.5,80.6,71.2,0.9,3
500KV-BYQ-003,2024-06-10 03:02:00,C,1220.7,427.6,85.8,76.1,0.9,3
500KV-BYQ-001,2024-06-10 03:03:00,A,1268.5,422.7,83.3,70.9,0.93,1
500KV-BYQ-001,2024-06-10 03:03:00,B,1195.4,393.7,94.0,68.8,0.92,1
500KV-BYQ-001,2024-06-10 03:03:00,C,1258.1,450.9,87.2,75.1,0.93,1
500KV-BYQ-002,2024-06-10 03:03:00,A,1229.5,397.7,87.2,71.6,0.91,1
500KV-BYQ-002,2024-06-10 03:03:00,B,1214.4,430.2,88.1,69.0,0.92,1
500KV-BYQ-002,2024-06-10 03:03:00,C,1296.4,431.9,82.2,64.1,0.91,1
500KV-BYQ-003,2024-06-10 03:03:00,A,1185.2,449.6,90.4,70.2,0.92,4
500KV-BYQ-003,2024-06-10 03:03:00,B,1256.2,440.3,83.6,73.2,0.93,4
500KV-BYQ-003,2024-06-10 03:03:00,C,1257.0,448.5,92.3,71.7,0.92,4
500KV-BYQ-001,2024-06-10 03:04:00,A,1295.3,410.5,84.1,74.6,0.92,4
500KV-BYQ-001,2024-06-10 03:04:00,B,1190.0,414.4,90.7,68.8,0.91,4
500KV-BYQ-001,2024-06-10 03:04:00,C,1245.4,428.8,81.1,66.9,0.91,4
500KV-BYQ-002,2024-06-10 03:04:00,A,1282.1,424.7,86.9,67.1,0.92,4
500KV-BYQ-002,2024-06-10 03:04:00,B,1227.3,434.6,80.7,69.4,0.95,4
500KV-BYQ-002,2024-06-10 03:04:00,C,1255.1,396.0,82.2,69.7,0.92,4
500KV-BYQ-003,2024-06-10 03:04:00,A,1241.2,418.6,84.8,72.5,0.92,3
500KV-BYQ-003,2024-06-10 03:04:00,B,1241.0,439.5,88.6,69.1,0.94,3
500KV-BYQ-003,2024-06-10 03:04:00,C,1254.3,402.2,85.5,66.5,0.93,3
500KV-BYQ-001,2024-06-10 03:05:00,A,1201.5,406.6,82.8,65.2,0.91,4
500KV-BYQ-001,2024-06-10 03:05:00,B,1265.7,434.5,83.8,69.7,0.93,4
500KV-BYQ-001,2024-06-10 03:05:00,C,1254.8,410.3,91.3,68.9,0.9,4
500KV-BYQ-002,2024-06-10 03:05:00,A,1180.8,445.7,93.2,73.0,0.93,2
500KV-BYQ-002,2024-06-10 03:05:00,B,1232.0,445.4,89.0,74.3,0.94,2
500KV-BYQ-002,2024-06-10 03:05:00,C,1254.2,427.4,95.4,68.7,0.91,2
500KV-BYQ-003,2024-06-10 03:05:00,A,1283.1,410.8,82.2,73.2,0.93,5
500KV-BYQ-003,2024-06-10 03:05:00,B,1197.8,429.9,87.2,65.9,0.92,5
500KV-BYQ-003,2024-06-10 03:05:00,C,1301.8,414.7,83.6,71.1,0.93,5
500KV-BYQ-001,2024-06-10 03:06:00,A,1255.6,423.4,86.4,71.3,0.94,5
500KV-BYQ-001,2024-06-10 03:06:00,B,1192.7,428.3,82.1,72.8,0.94,5
500KV-BYQ-001,2024-06-10 03:06:00,C,1279.3,453.9,96.4,66.9,0.9,5
500KV-BYQ-002,2024-06-10 03:06:00,A,1185.3,412.4,90.4,67.2,0.94,5
500KV-BYQ-002,2024-06-10 03:06:00,B,1247.1,441.5,80.3,67.8,0.9,5
500KV-BYQ-002,2024-06-10 03:06:00,C,1246.0,435.8,86.9,68.2,0.95,5
500KV-BYQ-003,2024-06-10 03:06:00,A,1203.0,431.7,83.3,68.8,0.9,1
500KV-BYQ-003,2024-06-10 03:06:00,B,1211.3,429.2,86.3,74.2,0.91,1
500KV-BYQ-003,2024-06-10 03:06:00,C,1215.7,415.4,92.0,74.3,0.94,1
500KV-BYQ-001,2024-06-10 03:07:00,A,1295.8,418.9,91.1,73.2,0.93,2
500KV-BYQ-001,2024-06-10 03:07:00,B,1247.6,431.6,83.6,67.0,0.92,2
500KV-BYQ-001,2024-06-10 03:07:00,C,1194.4,399.7,84.0,68.0,0.94,2
500KV-BYQ-002,2024-06-10 03:07:00,A,1297.0,444.8,83.4,65.8,0.91,1
500KV-BYQ-002,2024-06-10 03:07:00,B,1274.7,414.1,94.8,71.8,0.93,1
500KV-BYQ-002,2024-06-10 03:07:00,C,1218.2,404.6,92.7,70.0,0.95,1
500KV-BYQ-003,2024-06-10 03:07:00,A,1289.7,443.9,92.4,71.1,0.91,2
500KV-BYQ-003,2024-06-10 03:07:00,B,1293.6,446.4,93.3,66.7,0.92,2
500KV-BYQ-003,2024-06-10 03:07:00,C,1283.1,439.1,89.8,67.2,0.92,2
500KV-BYQ-001,2024-06-10 03:08:00,A,1267.8,396.9,87.2,65.4,0.93,4
500KV-BYQ-001,2024-06-10 03:08:00,B,1247.3,428.3,88.4,66.6,0.91,4
500KV-BYQ-001,2024-06-10 03:08:00,C,1306.0,427.1,95.1,71.7,0.95,4
500KV-BYQ-002,2024-06-10 03:08:00,A,1308.9,411.3,88.9,69.9,0.9,2
500KV-BYQ-002,2024-06-10 03:08:00,B,1226.1,443.7,92.3,72.3,0.91,2
500KV-BYQ-002,2024-06-10 03:08:00,C,1229.9,436.2,83.5,66.3,0.95,2
500KV-BYQ-003,2024-06-10 03:08:00,A,1286.0,404.9,91.2,70.9,0.92,5
500KV-BYQ-003,2024-06-10 03:08:00,B,1261.9,421.2,82.2,70.4,0.94,5
500KV-BYQ-003,2024-06-10 03:08:00,C,1250.2,446.4,94.8,74.0,0.91,5
500KV-BYQ-001,2024-06-10 03:09:00,A,1237.6,438.4,87.6,68.3,0.9,5
500KV-BYQ-001,2024-06-10 03:09:00,B,1232.0,442.4,82.7,69.3,0.95,5
500KV-BYQ-001,2024-06-10 03:09:00,C,1316.2,408.0,96.1,74.0,0.92,5
500KV-BYQ-002,2024-06-10 03:09:00,A,1264.7,412.6,87.7,66.6,0.91,4
500KV-BYQ-002,2024-06-10 03:09:00,B,1279.1,410.0,83.5,72.6,0.94,4
500KV-BYQ-002,2024-06-10 03:09:00,C,1268.4,419.1,86.6,71.6,0.93,4
500KV-BYQ-003,2024-06-10 03:09:00,A,1298.3,434.8,87.0,73.8,0.94,2
500KV-BYQ-003,2024-06-10 03:09:00,B,1301.5,397.4,87.7,69.8,0.92,2
500KV-BYQ-003,2024-06-10 03:09:00,C,1253.9,406.9,86.2,73.1,0.91,2
500KV-BYQ-001,2024-06-10 03:10:00,A,1274.0,453.0,85.1,66.4,0.94,1
500KV-BYQ-001,2024-06-10 03:10:00,B,1234.8,422.0,80.6,71.0,0.91,1
500KV-BYQ-001,2024-06-10 03:10:00,C,1212.5,409.4,84.2,69.1,0.94,1
500KV-BYQ-002,2024-06-10 03:10:00,A,1298.3,433.8,81.6,67.6,0.91,1
500KV-BYQ-002,2024-06-10 03:10:00,B,1251.0,423.5,86.8,66.9,0.9,1
500KV-BYQ-002,2024-06-10 03:10:00,C,1276.7,433.2,81.7,68.9,0.92,1
500KV-BYQ-003,2024-06-10 03:10:00,A,1248.9,436.2,86.5,70.9,0.94,4
500KV-BYQ-003,2024-06-10 03:10:00,B,1263.3,446.4,88.5,70.7,0.92,4
500KV-BYQ-003,2024-06-10 03:10:00,C,1201.4,401.2,92.4,68.4,0.95,4
500KV-BYQ-001,2024-06-10 03:11:00,A,1231.3,431.7,82.1,72.9,0.94,1
500KV-BYQ-001,2024-06-10 03:11:00,B,1268.4,426.4,80.6,69.0,0.94,1
500KV-BYQ-001,2024-06-10 03:11:00,C,1201.6,414.8,88.5,70.9,0.94,1
500KV-BYQ-002,2024-06-10 03:11:00,A,1220.0,432.1,79.0,65.8,0.9,3
500KV-BYQ-002,2024-06-10 03:11:00,B,1219.6,412.2,84.2,75.2,0.93,3
500KV-BYQ-002,2024-06-10 03:11:00,C,1285.5,436.7,83.4,72.5,0.95,3
500KV-BYQ-003,2024-06-10 03:11:00,A,1220.7,412.4,81.3,66.1,0.95,1
500KV-BYQ-003,2024-06-10 03:11:00,B,1255.9,407.5,93.7,66.5,0.94,1
500KV-BYQ-003,2024-06-10 03:11:00,C,1240.5,453.1,89.4,70.3,0.92,1
500KV-BYQ-001,2024-06-10 03:12:00,A,1277.7,414.7,83.9,68.7,0.92,5
500KV-BYQ-001,2024-06-10 03:12:00,B,1207.7,446.4,85.7,70.5,0.93,5
500KV-BYQ-001,2024-06-10 03:12:00,C,1239.5,412.1,93.0,65.2,0.94,5
500KV-BYQ-002,2024-06-10 03:12:00,A,1233.0,430.6,86.0,70.7,0.91,3
500KV-BYQ-002,2024-06-10 03:12:00,B,1230.5,432.9,89.7,68.0,0.92,3
500KV-BYQ-002,2024-06-10 03:12:00,C,1280.1,413.6,85.4,70.1,0.9,3
500KV-BYQ-003,2024-06-10 03:12:00,A,1313.4,425.4,85.2,73.7,0.93,2
500KV-BYQ-003,2024-06-10 03:12:00,B,1248.0,444.4,88.3,70.8,0.92,2
500KV-BYQ-003,2024-06-10 03:12:00,C,1276.8,412.2,83.1,70.1,0.94,2
500KV-BYQ-001,2024-06-10 03:13:00,A,1270.6,416.2,82.6,69.5,0.93,2
500KV-BYQ-001,2024-06-10 03:13:00,B,1254.9,422.6,81.6,70.3,0.93,2
500KV-BYQ-001,2024-06-10 03:13:00,C,1273.2,399.2,93.2,73.4,0.91,2
500KV-BYQ-002,2024-06-10 03:13:00,A,1303.7,439.0,83.6,66.9,0.94,1
500KV-BYQ-002,2024-06-10 03:13:00,B,1267.4,416.5,85.6,71.4,0.91,1
500KV-BYQ-002,2024-06-10 03:13:00,C,1270.4,423.9,82.6,67.1,0.93,1
500KV-BYQ-003,2024-06-10 03:13:00,A,1277.2,426.5,90.2,71.0,0.92,4
500KV-BYQ-003,2024-06-10 03:13:00,B,1289.5,429.6,90.5,66.2,0.91,4
500KV-BYQ-003,2024-06-10 03:13:00,C,1210.7,446.7,95.6,74.9,0.91,4
500KV-BYQ-001,2024-06-10 03:14:00,A,1224.2,440.4,90.4,67.0,0.92,5
500KV-BYQ-001,2024-06-10 03:14:00,B,1212.0,447.3,86.1,69.5,0.95,5
500KV-BYQ-001,2024-06-10 03:14:00,C,1277.3,437.2,87.1,72.0,0.94,5
500KV-BYQ-002,2024-06-10 03:14:00,A,1255.9,431.5,91.1,76.1,0.93,2
500KV-BYQ-002,2024-06-10 03:14:00,B,1187.7,433.7,86.8,67.2,0.93,2
500KV-BYQ-002,2024-06-10 03:14:00,C,1212.1,456.2,81.6,73.5,0.91,2
500KV-BYQ-003,2024-06-10 03:14:00,A,1282.3,438.9,84.3,70.6,0.93,2
500KV-BYQ-003,2024-06-10 03:14:00,B,1316.2,438.7,89.7,69.2,0.92,2
500KV-BYQ-003,2024-06-10 03:14:00,C,1266.9,441.6,89.8,70.3,0.95,2
500KV-BYQ-001,2024-06-10 03:15:00,A,1226.8,415.1,90.7,68.0,0.94,2
500KV-BYQ-001,2024-06-10 03:15:00,B,1235.5,425.0,88.9,68.8,0.95,2
500KV-BYQ-001,2024-06-10 03:15:00,C,1243.1,430.4,93.6,73.1,0.94,2
500KV-BYQ-002,2024-06-10 03:15:00,A,1268.6,407.1,87.9,71.3,0.95,3
500KV-BYQ-002,2024-06-10 03:15:00,B,1268.0,446.0,79.3,73.9,0.93,3
500KV-BYQ-002,2024-06-10 03:15:00,C,1270.1,438.6,93.3,69.6,0.93,3
500KV-BYQ-003,2024-06-10 03:15:00,A,1232.9,415.1,81.7,75.1,0.91,2
500KV-BYQ-003,2024-06-10 03:15:00,B,1247.0,429.0,90.7,72.6,0.92,2
500KV-BYQ-003,2024-06-10 03:15:00,C,1283.8,417.6,87.4,75.6,0.91,2
500KV-BYQ-001,2024-06-10 03:16:00,A,1281.9,410.6,92.9,69.1,0.95,3
500KV-BYQ-001,2024-06-10 03:16:00,B,1286.8,441.3,90.3,71.2,0.94,3
500KV-BYQ-001,2024-06-10 03:16:00,C,1203.4,417.8,83.7,65.6,0.95,3
500KV-BYQ-002,2024-06-10 03:16:00,A,1287.7,433.5,87.8,73.6,0.92,1
500KV-BYQ-002,2024-06-10 03:16:00,B,1192.3,413.2,83.5,71.4,0.94,1
500KV-BYQ-002,2024-06-10 03:16:00,C,1268.3,406.3,93.5,70.8,0.92,1
500KV-BYQ-003,2024-06-10 03:16:00,A,1270.1,443.2,90.1,72.0,0.95,1
500KV-BYQ-003,2024-06-10 03:16:00,B,1276.9,409.2,80.6,66.3,0.92,1
500KV-BYQ-003,2024-06-10 03:16:00,C,1306.3,414.4,91.9,68.6,0.94,1
500KV-BYQ-001,2024-06-10 03:17:00,A,1240.1,441.4,89.9,75.1,0.9,5
500KV-BYQ-001,2024-06-10 03:17:00,B,1280.5,416.2,94.7,65.5,0.92,5
500KV-BYQ-001,2024-06-10 03:17:00,C,1301.3,451.6,86.2,70.0,0.91,5
500KV-BYQ-002,2024-06-10 03:17:00,A,1214.5,432.8,93.9,73.0,0.91,2
500KV-BYQ-002,2024-06-10 03:17:00,B,1288.0,418.3,86.6,68.5,0.94,2
500KV-BYQ-002,2024-06-10 03:17:00,C,1275.6,416.6,86.9,71.8,0.91,2
500KV-BYQ-003,2024-06-10 03:17:00,A,1215.7,437.7,95.6,71.6,0.95,4
500KV-BYQ-003,2024-06-10 03:17:00,B,1213.1,412.8,80.3,74.4,0.91,4
500KV-BYQ-003,2024-06-10 03:17:00,C,1218.4,429.9,84.8,68.3,0.91,4
500KV-BYQ-001,2024-06-10 03:18:00,A,1296.9,419.7,81.2,72.6,0.93,4
500KV-BYQ-001,2024-06-10 03:18:00,B,1303.4,443.2,90.3,73.9,0.91,4
500KV-BYQ-001,2024-06-10 03:18:00,C,1256.0,412.0,93.2,72.1,0.94,4
500KV-BYQ-002,2024-06-10 03:18:00,A,1232.0,425.0,95.3,65.3,0.91,1
500KV-BYQ-002,2024-06-10 03:18:00,B,1269.3,452.3,81.6,73.2,0.94,1
500KV-BYQ-002,2024-06-10 03:18:00,C,1202.4,440.0,92.2,66.7,0.92,1
500KV-BYQ-003,2024-06-10 03:18:00,A,1226.3,449.0,85.8,70.3,0.93,1
500KV-BYQ-003,2024-06-10 03:18:00,B,1189.4,431.5,93.4,67.8,0.91,1
500KV-BYQ-003,2024-06-10 03:18:00,C,1299.7,421.2,84.6,69.3,0.94,1
500KV-BYQ-001,2024-06-10 03:19:00,A,1275.7,443.9,91.6,72.8,0.91,1
500KV-BYQ-001,2024-06-10 03:19:00,B,1260.1,405.0,89.4,67.1,0.92,1
500KV-BYQ-001,2024-06-10 03:19:00,C,1274.1,403.7,90.4,70.5,0.94,1
500KV-BYQ-002,2024-06-10 03:19:00,A,1279.9,398.8,84.8,72.5,0.91,2
500KV-BYQ-002,2024-06-10 03:19:00,B,1261.9,408.0,84.2,68.6,0.91,2
500KV-BYQ-002,2024-06-10 03:19:00,C,1218.6,441.2,89.3,71.4,0.92,2
500KV-BYQ-003,2024-06-10 03:19:00,A,1303.1,418.3,83.0,73.5,0.93,4
500KV-BYQ-003,2024-06-10 03:19:00,B,1211.6,400.3,93.6,68.2,0.91,4
500KV-BYQ-003,2024-06-10 03:19:00,C,1284.4,402.0,92.5,66.2,0.94,4
500KV-BYQ-001,2024-06-10 03:20:00,A,1306.2,408.7,91.5,68.2,0.95,5
500KV-BYQ-001,2024-06-10 03:20:00,B,1215.4,427.8,88.1,66.0,0.92,5
500KV-BYQ-001,2024-06-10 03:20:00,C,1307.7,406.5,89.0,65.8,0.91,5
500KV-BYQ-002,2024-06-10 03:20:00,A,1290.6,434.7,90.3,69.6,0.94,2
500KV-BYQ-002,2024-06-10 03:20:00,B,1284.1,401.8,80.2,73.1,0.93,2
500KV-BYQ-002,2024-06-10 03:20:00,C,1275.5,435.4,90.1,66.1,0.95,2
500KV-BYQ-003,2024-06-10 03:20:00,A,1199.9,419.0,95.3,73.7,0.94,1
500KV-BYQ-003,2024-06-10 03:20:00,B,1288.1,430.0,89.5,70.2,0.94,1
500KV-BYQ-003,2024-06-10 03:20:00,C,1248.8,432.0,86.0,66.6,0.9,1
500KV-BYQ-001,2024-06-10 03:21:00,A,1222.3,407.7,85.5,67.7,0.93,2
500KV-BYQ-001,2024-06-10 03:21:00,B,1275.7,432.8,95.7,74.0,0.91,2
500KV-BYQ-001,2024-06-10 03:21:00,C,1239.5,449.8,81.1,68.0,0.93,2
500KV-BYQ-002,2024-06-10 03:21:00,A,1281.1,413.7,88.9,69.7,0.93,5
500KV-BYQ-002,2024-06-10 03:21:00,B,1256.4,436.2,96.0,70.2,0.95,5
500KV-BYQ-002,2024-06-10 03:21:00,C,1254.1,428.6,92.2,75.8,0.95,5
500KV-BYQ-003,2024-06-10 03:21:00,A,1287.5,410.8,92.9,67.8,0.94,5
500KV-BYQ-003,2024-06-10 03:21:00,B,1275.4,403.9,83.7,66.2,0.93,5
500KV-BYQ-003,2024-06-10 03:21:00,C,1181.7,424.6,80.8,69.0,0.92,5
500KV-BYQ-001,2024-06-10 03:22:00,A,1291.2,393.8,85.7,66.5,0.92,1
500KV-BYQ-001,2024-06-10 03:22:00,B,1223.0,440.0,93.8,65.9,0.93,1
500KV-BYQ-001,2024-06-10 03:22:00,C,1236.4,411.0,93.8,69.7,0.92,1
500KV-BYQ-002,2024-06-10 03:22:00,A,1188.3,425.8,82.6,73.9,0.93,3
500KV-BYQ-002,2024-06-10 03:22:00,B,1238.8,437.9,92.6,73.0,0.93,3
500KV-BYQ-002,2024-06-10 03:22:00,C,1284.7,433.6,88.6,73.7,0.94,3
500KV-BYQ-003,2024-06-10 03:22:00,A,1234.2,446.3,92.6,66.1,0.91,5
500KV-BYQ-003,2024-06-10 03:22:00,B,1247.4,407.2,85.3,67.8,0.91,5
500KV-BYQ-003,2024-06-10 03:22:00,C,1270.6,417.1,91.3,66.6,0.94,5
500KV-BYQ-001,2024-06-10 03:23:00,A,1225.1,430.6,92.0,68.9,0.94,2
500KV-BYQ-001,2024-06-10 03:23:00,B,1249.0,440.5,91.5,74.5,0.91,2
500KV-BYQ-001,2024-06-10 03:23:00,C,1270.4,436.2,83.6,73.5,0.94,2
