变压器资产ID,产生时间（yyyy-MM-dd HH:mm:ss）,油温点位1（℃）,油温点位2（℃）
500KV-BYQ-003,2025-08-07 15:00:00,61.9,64.5
500KV-BYQ-001,2025-08-07 16:00:00,72.0,73
500KV-BYQ-002,2025-08-07 16:00:00,58.0,59.6
500KV-BYQ-003,2025-08-07 16:00:00,57.5,59.2
500KV-BYQ-001,2025-08-07 17:00:00,65.7,66.8
500KV-BYQ-002,2025-08-07 17:00:00,62.1,63.7
500KV-BYQ-003,2025-08-07 17:00:00,72.2,73
500KV-BYQ-001,2025-08-07 18:00:00,59.8,62.0
500KV-BYQ-002,2025-08-07 18:00:00,56.3,58.4
500KV-BYQ-003,2025-08-07 18:00:00,69.1,71.6
500KV-BYQ-001,2025-08-07 19:00:00,67.1,68.8
500KV-BYQ-002,2025-08-07 19:00:00,58.3,59.6
500KV-BYQ-003,2025-08-07 19:00:00,56.6,59.4
500KV-BYQ-001,2025-08-07 20:00:00,50.6,53.1
500KV-BYQ-002,2025-08-07 20:00:00,57.6,58.7
500KV-BYQ-003,2025-08-07 20:00:00,65.0,66.3
500KV-BYQ-001,2025-08-07 21:00:00,55.2,57.6
500KV-BYQ-002,2025-08-07 21:00:00,64.0,66.0
500KV-BYQ-003,2025-08-07 21:00:00,68.3,70.8
500KV-BYQ-001,2025-08-07 22:00:00,45.7,48.0
500KV-BYQ-002,2025-08-07 22:00:00,48.2,49.9
500KV-BYQ-003,2025-08-07 22:00:00,57.9,60.7
500KV-BYQ-001,2025-08-07 23:00:00,50.3,53.1
500KV-BYQ-002,2025-08-07 23:00:00,65.8,67.5
500KV-BYQ-003,2025-08-07 23:00:00,54.8,56.1
500KV-BYQ-001,2025-08-08 00:00:00,46.9,48.3
500KV-BYQ-002,2025-08-08 00:00:00,43.2,44.3
500KV-BYQ-003,2025-08-08 00:00:00,62.2,64.8
500KV-BYQ-001,2025-08-08 01:00:00,56.1,58.0
500KV-BYQ-002,2025-08-08 01:00:00,50.7,51.8
500KV-BYQ-003,2025-08-08 01:00:00,53.1,54.1
500KV-BYQ-001,2025-08-08 02:00:00,47.3,48.4
500KV-BYQ-002,2025-08-08 02:00:00,59.4,60.6
500KV-BYQ-003,2025-08-08 02:00:00,54.6,57.2
500KV-BYQ-001,2025-08-08 03:00:00,50.3,51.7
500KV-BYQ-002,2025-08-08 03:00:00,49.6,51.4
500KV-BYQ-003,2025-08-08 03:00:00,61.3,63.7
500KV-BYQ-001,2025-08-08 04:00:00,48.8,51.0
500KV-BYQ-002,2025-08-08 04:00:00,47.3,50.1
500KV-BYQ-003,2025-08-08 04:00:00,49.5,51.3
500KV-BYQ-001,2025-08-08 05:00:00,55.9,57.5
500KV-BYQ-002,2025-08-08 05:00:00,53.6,55.2
500KV-BYQ-003,2025-08-08 05:00:00,59.3,61.3
500KV-BYQ-001,2025-08-08 06:00:00,46.0,47.6
500KV-BYQ-002,2025-08-08 06:00:00,51.0,53.0
500KV-BYQ-003,2025-08-08 06:00:00,59.7,62.0
500KV-BYQ-001,2025-08-08 07:00:00,46.9,49.0
500KV-BYQ-002,2025-08-08 07:00:00,53.3,56.2
500KV-BYQ-003,2025-08-08 07:00:00,46.9,49.4
500KV-BYQ-001,2025-08-08 08:00:00,57.2,60.1
500KV-BYQ-002,2025-08-08 08:00:00,62.0,64.8
500KV-BYQ-003,2025-08-08 08:00:00,60.3,63.3
500KV-BYQ-001,2025-08-08 09:00:00,58.9,60.7
500KV-BYQ-002,2025-08-08 09:00:00,50.9,52.0
500KV-BYQ-003,2025-08-08 09:00:00,47.3,49.5
500KV-BYQ-001,2025-08-08 10:00:00,56.4,57.5
500KV-BYQ-002,2025-08-08 10:00:00,69.2,70.6
500KV-BYQ-003,2025-08-08 10:00:00,54.6,55.8
500KV-BYQ-001,2025-08-08 11:00:00,68.1,69.5
500KV-BYQ-002,2025-08-08 11:00:00,54.5,55.6
500KV-BYQ-003,2025-08-08 11:00:00,54.1,55.9
500KV-BYQ-001,2025-08-08 12:00:00,48.1,49.2
500KV-BYQ-002,2025-08-08 12:00:00,57.9,59.6
500KV-BYQ-003,2025-08-08 12:00:00,49.7,52.6
500KV-BYQ-001,2025-08-08 13:00:00,60.8,62.1
500KV-BYQ-002,2025-08-08 13:00:00,69.6,71.9
500KV-BYQ-003,2025-08-08 13:00:00,50.4,52.7
500KV-BYQ-001,2025-08-08 14:00:00,66.0,67.7
500KV-BYQ-002,2025-08-08 14:00:00,56.7,58.9
500KV-BYQ-003,2025-08-08 14:00:00,67.2,69.8
500KV-BYQ-001,2025-08-08 15:00:00,67.9,69.5
500KV-BYQ-002,2025-08-08 15:00:00,55.1,56.3
500KV-BYQ-003,2025-08-08 15:00:00,48.1,50.2
500KV-BYQ-001,2025-08-08 16:00:00,63.7,64.8
500KV-BYQ-002,2025-08-08 16:00:00,67.3,69.1
500KV-BYQ-003,2025-08-08 16:00:00,72.2,73
500KV-BYQ-001,2025-08-08 17:00:00,66.0,67.6
500KV-BYQ-002,2025-08-08 17:00:00,48.5,50.3
500KV-BYQ-003,2025-08-08 17:00:00,59.9,61.9
500KV-BYQ-001,2025-08-08 18:00:00,47.7,49.6
500KV-BYQ-002,2025-08-08 18:00:00,56.2,57.3
500KV-BYQ-003,2025-08-08 18:00:00,68.6,71.1
500KV-BYQ-001,2025-08-08 19:00:00,58.0,60.1
500KV-BYQ-002,2025-08-08 19:00:00,65.4,68.1
500KV-BYQ-003,2025-08-08 19:00:00,55.1,57.5
500KV-BYQ-001,2025-08-08 20:00:00,63.0,65.4
500KV-BYQ-002,2025-08-08 20:00:00,53.7,55.5
500KV-BYQ-003,2025-08-08 20:00:00,53.1,56.0
500KV-BYQ-001,2025-08-08 21:00:00,49.1,50.5
500KV-BYQ-002,2025-08-08 21:00:00,48.0,50.3
500KV-BYQ-003,2025-08-08 21:00:00,51.3,52.4
500KV-BYQ-001,2025-08-08 22:00:00,67.8,70.3
500KV-BYQ-002,2025-08-08 22:00:00,48.5,50.7
500KV-BYQ-003,2025-08-08 22:00:00,63.0,65.2
500KV-BYQ-001,2025-08-08 23:00:00,59.2,61.9
500KV-BYQ-002,2025-08-08 23:00:00,52.5,55.4
500KV-BYQ-003,2025-08-08 23:00:00,59.2,61.6
500KV-BYQ-001,2025-08-09 00:00:00,54.8,56.4
500KV-BYQ-002,2025-08-09 00:00:00,47.5,49.0
500KV-BYQ-003,2025-08-09 00:00:00,45.4,47.0
500KV-BYQ-001,2025-08-09 01:00:00,56.1,59.0
500KV-BYQ-002,2025-08-09 01:00:00,59.4,61.1
500KV-BYQ-003,2025-08-09 01:00:00,57.9,60.7
500KV-BYQ-001,2025-08-09 02:00:00,52.3,53.7
500KV-BYQ-002,2025-08-09 02:00:00,56.7,58.2
500KV-BYQ-003,2025-08-09 02:00:00,62.2,63.5
500KV-BYQ-001,2025-08-09 03:00:00,63.0,65.7
500KV-BYQ-002,2025-08-09 03:00:00,53.2,54.8
500KV-BYQ-003,2025-08-09 03:00:00,63.0,65.8
500KV-BYQ-001,2025-08-09 04:00:00,56.5,59.0
500KV-BYQ-002,2025-08-09 04:00:00,65.0,66.3
500KV-BYQ-003,2025-08-09 04:00:00,49.4,51.7
500KV-BYQ-001,2025-08-09 05:00:00,45.8,47.2
500KV-BYQ-002,2025-08-09 05:00:00,53.1,55.1
500KV-BYQ-003,2025-08-09 05:00:00,52.1,53.7
500KV-BYQ-001,2025-08-09 06:00:00,60.6,63.5
500KV-BYQ-002,2025-08-09 06:00:00,46.6,48.2
500KV-BYQ-003,2025-08-09 06:00:00,49.0,50.4
500KV-BYQ-001,2025-08-09 07:00:00,54.0,56.4
500KV-BYQ-002,2025-08-09 07:00:00,65.0,67.7
500KV-BYQ-003,2025-08-09 07:00:00,44.7,47.7
500KV-BYQ-001,2025-08-09 08:00:00,59.3,61.3
500KV-BYQ-002,2025-08-09 08:00:00,48.2,51.0
500KV-BYQ-003,2025-08-09 08:00:00,66.8,68.9
500KV-BYQ-001,2025-08-09 09:00:00,62.5,64.2
500KV-BYQ-002,2025-08-09 09:00:00,55.2,56.3
500KV-BYQ-003,2025-08-09 09:00:00,49.0,51.7
500KV-BYQ-001,2025-08-09 10:00:00,51.7,53.4
500KV-BYQ-002,2025-08-09 10:00:00,66.6,69.1
500KV-BYQ-003,2025-08-09 10:00:00,61.0,62.4
500KV-BYQ-001,2025-08-09 11:00:00,68.7,70.7
500KV-BYQ-002,2025-08-09 11:00:00,52.8,55.7
500KV-BYQ-003,2025-08-09 11:00:00,58.9,60.7
500KV-BYQ-001,2025-08-09 12:00:00,62.2,64.2
500KV-BYQ-002,2025-08-09 12:00:00,55.0,57.0
500KV-BYQ-003,2025-08-09 12:00:00,69.4,71.0
500KV-BYQ-001,2025-08-09 13:00:00,63.9,65.3
500KV-BYQ-002,2025-08-09 13:00:00,54.2,55.3
500KV-BYQ-003,2025-08-09 13:00:00,57.8,60.2
500KV-BYQ-001,2025-08-09 14:00:00,72.4,73
500KV-BYQ-002,2025-08-09 14:00:00,48.9,51.0
500KV-BYQ-003,2025-08-09 14:00:00,55.2,57.4
500KV-BYQ-001,2025-08-09 15:00:00,47.5,48.7
500KV-BYQ-002,2025-08-09 15:00:00,47.5,48.8
500KV-BYQ-003,2025-08-09 15:00:00,60.4,63.2
500KV-BYQ-001,2025-08-09 16:00:00,54.0,55.7
500KV-BYQ-002,2025-08-09 16:00:00,48.0,50.2
500KV-BYQ-003,2025-08-09 16:00:00,51.0,52.9
500KV-BYQ-001,2025-08-09 17:00:00,47.1,50.0
500KV-BYQ-002,2025-08-09 17:00:00,61.1,63.5
500KV-BYQ-003,2025-08-09 17:00:00,64.4,66.9
500KV-BYQ-001,2025-08-09 18:00:00,53.2,55.7
500KV-BYQ-002,2025-08-09 18:00:00,56.9,59.6
500KV-BYQ-003,2025-08-09 18:00:00,68.2,69.3
500KV-BYQ-001,2025-08-09 19:00:00,50.2,52.1
500KV-BYQ-002,2025-08-09 19:00:00,56.3,58.8
500KV-BYQ-003,2025-08-09 19:00:00,46.5,48.1
500KV-BYQ-001,2025-08-09 20:00:00,57.5,59.6
500KV-BYQ-002,2025-08-09 20:00:00,46.8,49.3
500KV-BYQ-003,2025-08-09 20:00:00,65.1,67.9
500KV-BYQ-001,2025-08-09 21:00:00,60.6,63.0
500KV-BYQ-002,2025-08-09 21:00:00,52.4,55.3
500KV-BYQ-003,2025-08-09 21:00:00,65.9,67.7
500KV-BYQ-001,2025-08-09 22:00:00,60.6,62.8
500KV-BYQ-002,2025-08-09 22:00:00,66.5,69.3
500KV-BYQ-003,2025-08-09 22:00:00,59.7,62.4
500KV-BYQ-001,2025-08-09 23:00:00,52.4,54.5
500KV-BYQ-002,2025-08-09 23:00:00,64.7,66.8
500KV-BYQ-003,2025-08-09 23:00:00,56.0,58.9
500KV-BYQ-001,2025-08-10 00:00:00,63.0,64.8
500KV-BYQ-002,2025-08-10 00:00:00,45.3,46.8
500KV-BYQ-003,2025-08-10 00:00:00,52.4,53.6
500KV-BYQ-001,2025-08-10 01:00:00,51.5,53.2
500KV-BYQ-002,2025-08-10 01:00:00,57.6,59.7
500KV-BYQ-003,2025-08-10 01:00:00,64.5,66.3
500KV-BYQ-001,2025-08-10 02:00:00,51.9,53.2
500KV-BYQ-002,2025-08-10 02:00:00,52.0,55.0
500KV-BYQ-003,2025-08-10 02:00:00,45.5,46.8
500KV-BYQ-001,2025-08-10 03:00:00,59.9,61.8
500KV-BYQ-002,2025-08-10 03:00:00,62.3,63.9
500KV-BYQ-003,2025-08-10 03:00:00,58.0,59.1
500KV-BYQ-001,2025-08-10 04:00:00,46.2,47.8
500KV-BYQ-002,2025-08-10 04:00:00,58.0,60.4
500KV-BYQ-003,2025-08-10 04:00:00,47.7,49.8
500KV-BYQ-001,2025-08-10 05:00:00,54.9,55.9
500KV-BYQ-002,2025-08-10 05:00:00,61.4,63.0
500KV-BYQ-003,2025-08-10 05:00:00,59.1,61.4
500KV-BYQ-001,2025-08-10 06:00:00,43.6,46.2
500KV-BYQ-002,2025-08-10 06:00:00,50.0,52.1
500KV-BYQ-003,2025-08-10 06:00:00,46.2,47.2
500KV-BYQ-001,2025-08-10 07:00:00,57.1,59.0
500KV-BYQ-002,2025-08-10 07:00:00,60.3,63.0
500KV-BYQ-003,2025-08-10 07:00:00,53.3,55.7
500KV-BYQ-001,2025-08-10 08:00:00,64.5,65.6
500KV-BYQ-002,2025-08-10 08:00:00,61.9,63.4
500KV-BYQ-003,2025-08-10 08:00:00,56.1,57.4
500KV-BYQ-001,2025-08-10 09:00:00,68.1,70.7
500KV-BYQ-002,2025-08-10 09:00:00,51.7,54.5
500KV-BYQ-003,2025-08-10 09:00:00,60.5,62.1
500KV-BYQ-001,2025-08-10 10:00:00,64.6,66.1
500KV-BYQ-002,2025-08-10 10:00:00,47.4,49.8
500KV-BYQ-003,2025-08-10 10:00:00,62.7,64.7
500KV-BYQ-001,2025-08-10 11:00:00,55.4,58.0
500KV-BYQ-002,2025-08-10 11:00:00,65.4,67.6
500KV-BYQ-003,2025-08-10 11:00:00,68.8,71.0
500KV-BYQ-001,2025-08-10 12:00:00,60.5,62.3
500KV-BYQ-002,2025-08-10 12:00:00,65.1,66.2
500KV-BYQ-003,2025-08-10 12:00:00,57.5,58.6
500KV-BYQ-001,2025-08-10 13:00:00,66.8,69.1
500KV-BYQ-002,2025-08-10 13:00:00,66.7,69.0
500KV-BYQ-003,2025-08-10 13:00:00,70.9,72.0
500KV-BYQ-001,2025-08-10 14:00:00,57.8,60.7
500KV-BYQ-002,2025-08-10 14:00:00,58.1,60.5
500KV-BYQ-003,2025-08-10 14:00:00,59.6,60.8
500KV-BYQ-001,2025-08-10 15:00:00,55.2,57.4
500KV-BYQ-002,2025-08-10 15:00:00,53.8,55.3
500KV-BYQ-003,2025-08-10 15:00:00,70.0,71.8
500KV-BYQ-001,2025-08-10 16:00:00,60.9,62.1
500KV-BYQ-002,2025-08-10 16:00:00,60.7,63.6
500KV-BYQ-003,2025-08-10 16:00:00,47.9,49.4
500KV-BYQ-001,2025-08-10 17:00:00,66.4,68.7
500KV-BYQ-002,2025-08-10 17:00:00,68.6,71.3
500KV-BYQ-003,2025-08-10 17:00:00,53.1,55.9
500KV-BYQ-001,2025-08-10 18:00:00,61.2,62.8
500KV-BYQ-002,2025-08-10 18:00:00,60.0,61.9
500KV-BYQ-003,2025-08-10 18:00:00,51.5,54.2
500KV-BYQ-001,2025-08-10 19:00:00,61.5,64.3
500KV-BYQ-002,2025-08-10 19:00:00,69.9,71.0
500KV-BYQ-003,2025-08-10 19:00:00,58.5,61.4
500KV-BYQ-001,2025-08-10 20:00:00,62.8,65.4
500KV-BYQ-002,2025-08-10 20:00:00,68.6,71.2
500KV-BYQ-003,2025-08-10 20:00:00,53.8,56.2
500KV-BYQ-001,2025-08-10 21:00:00,59.6,61.7
500KV-BYQ-002,2025-08-10 21:00:00,70.5,72.0
500KV-BYQ-003,2025-08-10 21:00:00,47.3,48.8
500KV-BYQ-001,2025-08-10 22:00:00,52.5,54.7
500KV-BYQ-002,2025-08-10 22:00:00,62.0,63.3
500KV-BYQ-003,2025-08-10 22:00:00,59.8,62.5
500KV-BYQ-001,2025-08-10 23:00:00,60.0,62.9
500KV-BYQ-002,2025-08-10 23:00:00,57.6,60.3
500KV-BYQ-003,2025-08-10 23:00:00,64.1,66.1
500KV-BYQ-001,2025-08-11 00:00:00,63.0,64.5
500KV-BYQ-002,2025-08-11 00:00:00,62.7,65.5
500KV-BYQ-003,2025-08-11 00:00:00,62.1,64.9
500KV-BYQ-001,2025-08-11 01:00:00,53.7,56.0
500KV-BYQ-002,2025-08-11 01:00:00,46.2,48.0
500KV-BYQ-003,2025-08-11 01:00:00,49.0,51.4
500KV-BYQ-001,2025-08-11 02:00:00,56.6,57.9
500KV-BYQ-002,2025-08-11 02:00:00,52.5,55.1
500KV-BYQ-003,2025-08-11 02:00:00,58.0,60.9
500KV-BYQ-001,2025-08-11 03:00:00,66.3,68.4
500KV-BYQ-002,2025-08-11 03:00:00,55.4,56.9
500KV-BYQ-003,2025-08-11 03:00:00,63.2,65.7
500KV-BYQ-001,2025-08-11 04:00:00,64.4,66.0
500KV-BYQ-002,2025-08-11 04:00:00,60.8,63.5
500KV-BYQ-003,2025-08-11 04:00:00,63.9,65.1
500KV-BYQ-001,2025-08-11 05:00:00,57.3,60.0
500KV-BYQ-002,2025-08-11 05:00:00,57.1,58.2
500KV-BYQ-003,2025-08-11 05:00:00,49.3,50.3
500KV-BYQ-001,2025-08-11 06:00:00,42.5,44.4
500KV-BYQ-002,2025-08-11 06:00:00,46.0,48.1
500KV-BYQ-003,2025-08-11 06:00:00,56.6,58.4
500KV-BYQ-001,2025-08-11 07:00:00,43.8,45.8
500KV-BYQ-002,2025-08-11 07:00:00,64.9,67.3
500KV-BYQ-003,2025-08-11 07:00:00,49.5,51.0
500KV-BYQ-001,2025-08-11 08:00:00,48.0,49.7
500KV-BYQ-002,2025-08-11 08:00:00,63.4,65.4
500KV-BYQ-003,2025-08-11 08:00:00,59.3,62.1
500KV-BYQ-001,2025-08-11 09:00:00,63.0,65.2
500KV-BYQ-002,2025-08-11 09:00:00,55.1,56.5
500KV-BYQ-003,2025-08-11 09:00:00,70.1,72.2
500KV-BYQ-001,2025-08-11 10:00:00,46.2,48.6
500KV-BYQ-002,2025-08-11 10:00:00,60.4,62.4
500KV-BYQ-003,2025-08-11 10:00:00,72.0,73
500KV-BYQ-001,2025-08-11 11:00:00,51.0,52.3
500KV-BYQ-002,2025-08-11 11:00:00,53.4,54.8
500KV-BYQ-003,2025-08-11 11:00:00,68.9,70.9
500KV-BYQ-001,2025-08-11 12:00:00,51.9,54.6
500KV-BYQ-002,2025-08-11 12:00:00,67.9,70.6
500KV-BYQ-003,2025-08-11 12:00:00,67.0,68.2
500KV-BYQ-001,2025-08-11 13:00:00,66.8,69.5
500KV-BYQ-002,2025-08-11 13:00:00,70.1,72.6
500KV-BYQ-003,2025-08-11 13:00:00,46.5,49.4
500KV-BYQ-001,2025-08-11 14:00:00,51.9,54.6
500KV-BYQ-002,2025-08-11 14:00:00,46.6,48.3
500KV-BYQ-003,2025-08-11 14:00:00,57.9,60.8
500KV-BYQ-001,2025-08-11 15:00:00,62.9,64.9
500KV-BYQ-002,2025-08-11 15:00:00,60.5,63.0
500KV-BYQ-003,2025-08-11 15:00:00,65.3,66.4
500KV-BYQ-001,2025-08-11 16:00:00,50.5,52.3
500KV-BYQ-002,2025-08-11 16:00:00,64.4,66.0
500KV-BYQ-003,2025-08-11 16:00:00,48.3,51.1
500KV-BYQ-001,2025-08-11 17:00:00,52.6,53.9
500KV-BYQ-002,2025-08-11 17:00:00,69.0,71.1
500KV-BYQ-003,2025-08-11 17:00:00,50.2,52.0
500KV-BYQ-001,2025-08-11 18:00:00,66.3,68.3
500KV-BYQ-002,2025-08-11 18:00:00,66.5,68.4
500KV-BYQ-003,2025-08-11 18:00:00,47.3,48.5
500KV-BYQ-001,2025-08-11 19:00:00,53.9,56.6
500KV-BYQ-002,2025-08-11 19:00:00,59.9,61.5
500KV-BYQ-003,2025-08-11 19:00:00,62.4,63.6
500KV-BYQ-001,2025-08-11 20:00:00,61.1,63.6
500KV-BYQ-002,2025-08-11 20:00:00,52.8,55.1
500KV-BYQ-003,2025-08-11 20:00:00,50.2,52.4
500KV-BYQ-001,2025-08-11 21:00:00,50.2,52.8
500KV-BYQ-002,2025-08-11 21:00:00,49.1,52.0
500KV-BYQ-003,2025-08-11 21:00:00,67.5,68.8
500KV-BYQ-001,2025-08-11 22:00:00,70.4,71.6
500KV-BYQ-002,2025-08-11 22:00:00,67.3,70.1
500KV-BYQ-003,2025-08-11 22:00:00,63.7,64.8
500KV-BYQ-001,2025-08-11 23:00:00,47.9,49.9
500KV-BYQ-002,2025-08-11 23:00:00,49.1,51.4
500KV-BYQ-003,2025-08-11 23:00:00,57.3,59.0
500KV-BYQ-001,2025-08-12 00:00:00,51.2,52.8
500KV-BYQ-002,2025-08-12 00:00:00,60.6,62.3
500KV-BYQ-003,2025-08-12 00:00:00,57.7,60.3
500KV-BYQ-001,2025-08-12 01:00:00,49.6,50.8
500KV-BYQ-002,2025-08-12 01:00:00,57.2,59.9
500KV-BYQ-003,2025-08-12 01:00:00,64.2,66.2
500KV-BYQ-001,2025-08-12 02:00:00,54.9,57.6
500KV-BYQ-002,2025-08-12 02:00:00,62.1,63.4
500KV-BYQ-003,2025-08-12 02:00:00,56.3,57.7
500KV-BYQ-001,2025-08-12 03:00:00,45.9,47.3
500KV-BYQ-002,2025-08-12 03:00:00,46.6,48.0
500KV-BYQ-003,2025-08-12 03:00:00,47.8,49.0
500KV-BYQ-001,2025-08-12 04:00:00,49.8,52.0
500KV-BYQ-002,2025-08-12 04:00:00,63.1,65.0
500KV-BYQ-003,2025-08-12 04:00:00,57.6,58.6
500KV-BYQ-001,2025-08-12 05:00:00,59.5,62.3
500KV-BYQ-002,2025-08-12 05:00:00,61.5,63.8
500KV-BYQ-003,2025-08-12 05:00:00,61.1,64.1
500KV-BYQ-001,2025-08-12 06:00:00,58.6,61.1
500KV-BYQ-002,2025-08-12 06:00:00,59.6,61.1
500KV-BYQ-003,2025-08-12 06:00:00,60.6,63.0
500KV-BYQ-001,2025-08-12 07:00:00,46.2,48.8
500KV-BYQ-002,2025-08-12 07:00:00,47.7,49.1
500KV-BYQ-003,2025-08-12 07:00:00,58.4,59.9
500KV-BYQ-001,2025-08-12 08:00:00,59.6,61.1
500KV-BYQ-002,2025-08-12 08:00:00,57.1,59.6
500KV-BYQ-003,2025-08-12 08:00:00,52.8,54.5
500KV-BYQ-001,2025-08-12 09:00:00,57.9,60.5
500KV-BYQ-002,2025-08-12 09:00:00,64.9,67.0
500KV-BYQ-003,2025-08-12 09:00:00,61.0,62.4
500KV-BYQ-001,2025-08-12 10:00:00,55.0,57.4
500KV-BYQ-002,2025-08-12 10:00:00,65.1,68.0
500KV-BYQ-003,2025-08-12 10:00:00,68.2,69.7
500KV-BYQ-001,2025-08-12 11:00:00,62.0,63.8
500KV-BYQ-002,2025-08-12 11:00:00,63.5,65.6
500KV-BYQ-003,2025-08-12 11:00:00,68.1,71.0
500KV-BYQ-001,2025-08-12 12:00:00,49.4,50.5
500KV-BYQ-002,2025-08-12 12:00:00,57.3,58.9
500KV-BYQ-003,2025-08-12 12:00:00,66.1,68.5
500KV-BYQ-001,2025-08-12 13:00:00,58.3,59.6
500KV-BYQ-002,2025-08-12 13:00:00,52.0,53.5
500KV-BYQ-003,2025-08-12 13:00:00,52.7,55.6
500KV-BYQ-001,2025-08-12 14:00:00,61.1,62.2
500KV-BYQ-002,2025-08-12 14:00:00,60.8,63.8
500KV-BYQ-003,2025-08-12 14:00:00,48.0,50.7
500KV-BYQ-001,2025-08-12 15:00:00,55.1,56.5
500KV-BYQ-002,2025-08-12 15:00:00,47.3,49.4
500KV-BYQ-003,2025-08-12 15:00:00,61.9,64.8
500KV-BYQ-001,2025-08-12 16:00:00,68.6,71.2
500KV-BYQ-002,2025-08-12 16:00:00,65.1,67.7
500KV-BYQ-003,2025-08-12 16:00:00,60.6,61.8
500KV-BYQ-001,2025-08-12 17:00:00,71.0,73
500KV-BYQ-002,2025-08-12 17:00:00,64.3,67.2
500KV-BYQ-003,2025-08-12 17:00:00,53.0,55.5
500KV-BYQ-001,2025-08-12 18:00:00,64.9,66.5
500KV-BYQ-002,2025-08-12 18:00:00,63.2,65.4
500KV-BYQ-003,2025-08-12 18:00:00,60.7,63.4
500KV-BYQ-001,2025-08-12 19:00:00,64.5,67.3
500KV-BYQ-002,2025-08-12 19:00:00,52.6,54.7
500KV-BYQ-003,2025-08-12 19:00:00,56.3,57.7
500KV-BYQ-001,2025-08-12 20:00:00,49.7,52.4
500KV-BYQ-002,2025-08-12 20:00:00,51.4,52.8
500KV-BYQ-003,2025-08-12 20:00:00,68.2,71.0
500KV-BYQ-001,2025-08-12 21:00:00,49.3,50.4
500KV-BYQ-002,2025-08-12 21:00:00,70.3,72.1
500KV-BYQ-003,2025-08-12 21:00:00,46.9,47.9
500KV-BYQ-001,2025-08-12 22:00:00,48.3,50.9
500KV-BYQ-002,2025-08-12 22:00:00,50.4,51.9
500KV-BYQ-003,2025-08-12 22:00:00,62.7,65.0
500KV-BYQ-001,2025-08-12 23:00:00,63.5,64.5
500KV-BYQ-002,2025-08-12 23:00:00,59.1,61.7
500KV-BYQ-003,2025-08-12 23:00:00,55.0,56.5
500KV-BYQ-001,2025-08-13 00:00:00,48.7,51.1
500KV-BYQ-002,2025-08-13 00:00:00,67.3,69.9
500KV-BYQ-003,2025-08-13 00:00:00,47.7,48.7
500KV-BYQ-001,2025-08-13 01:00:00,52.0,53.2
500KV-BYQ-002,2025-08-13 01:00:00,54.0,56.9
500KV-BYQ-003,2025-08-13 01:00:00,63.4,64.9
500KV-BYQ-001,2025-08-13 02:00:00,54.6,56.0
500KV-BYQ-002,2025-08-13 02:00:00,49.2,51.5
500KV-BYQ-003,2025-08-13 02:00:00,56.4,59.0
500KV-BYQ-001,2025-08-13 03:00:00,58.8,60.4
500KV-BYQ-002,2025-08-13 03:00:00,43.2,44.6
500KV-BYQ-003,2025-08-13 03:00:00,62.5,65.4
500KV-BYQ-001,2025-08-13 04:00:00,47.3,49.5
500KV-BYQ-002,2025-08-13 04:00:00,43.9,46.1
500KV-BYQ-003,2025-08-13 04:00:00,60.6,62.6
500KV-BYQ-001,2025-08-13 05:00:00,45.2,46.8
500KV-BYQ-002,2025-08-13 05:00:00,47.2,49.5
500KV-BYQ-003,2025-08-13 05:00:00,49.2,50.3
500KV-BYQ-001,2025-08-13 06:00:00,59.9,62.8
500KV-BYQ-002,2025-08-13 06:00:00,58.1,60.9
500KV-BYQ-003,2025-08-13 06:00:00,51.3,53.7
500KV-BYQ-001,2025-08-13 07:00:00,56.0,58.6
500KV-BYQ-002,2025-08-13 07:00:00,54.5,56.2
500KV-BYQ-003,2025-08-13 07:00:00,48.6,49.7
500KV-BYQ-001,2025-08-13 08:00:00,62.7,65.0
500KV-BYQ-002,2025-08-13 08:00:00,54.3,56.3
500KV-BYQ-003,2025-08-13 08:00:00,65.0,67.2
500KV-BYQ-001,2025-08-13 09:00:00,52.4,53.7
500KV-BYQ-002,2025-08-13 09:00:00,48.9,50.9
500KV-BYQ-003,2025-08-13 09:00:00,65.4,66.9
500KV-BYQ-001,2025-08-13 10:00:00,69.7,72.0
500KV-BYQ-002,2025-08-13 10:00:00,50.2,51.3
500KV-BYQ-003,2025-08-13 10:00:00,67.3,69.7
500KV-BYQ-001,2025-08-13 11:00:00,62.3,64.5
500KV-BYQ-002,2025-08-13 11:00:00,62.5,63.6
500KV-BYQ-003,2025-08-13 11:00:00,49.9,51.8
500KV-BYQ-001,2025-08-13 12:00:00,68.4,70.0
500KV-BYQ-002,2025-08-13 12:00:00,68.1,69.4
500KV-BYQ-003,2025-08-13 12:00:00,53.6,55.7
500KV-BYQ-001,2025-08-13 13:00:00,52.6,54.5
500KV-BYQ-002,2025-08-13 13:00:00,46.0,47.3
500KV-BYQ-003,2025-08-13 13:00:00,51.3,53.4
500KV-BYQ-001,2025-08-13 14:00:00,60.5,62.3
500KV-BYQ-002,2025-08-13 14:00:00,53.8,56.2
500KV-BYQ-003,2025-08-13 14:00:00,49.4,50.8
500KV-BYQ-001,2025-08-13 15:00:00,57.0,59.6
500KV-BYQ-002,2025-08-13 15:00:00,52.7,54.5
500KV-BYQ-003,2025-08-13 15:00:00,55.3,56.5
500KV-BYQ-001,2025-08-13 16:00:00,57.7,58.7
500KV-BYQ-002,2025-08-13 16:00:00,69.9,72.5
500KV-BYQ-003,2025-08-13 16:00:00,55.1,57.6
