变压器资产ID,相位,数据时间,氢气(μL/L),甲烷(μL/L),乙烷(μL/L),乙烯(μL/L),乙炔(μL/L),一氧化碳(μL/L),二氧化碳(μL/L),总烃(μL/L),运行状态,数据质量
500KV-3号主变压器,C相,2024-06-29 00:00:00,126.62,14.38,24.27,14.44,0.94,303.2,1467.2,54.05,注意,良好
500KV-1号主变压器,C相,2024-06-30 00:00:00,90.53,9.89,12.96,16.61,0.16,1187.5,1770.7,41.46,注意,良好
500KV-2号主变压器,C相,2024-06-30 00:00:00,169.66,7.88,3.05,0.9,0.16,514.0,2432.7,11.75,注意,良好
500KV-3号主变压器,C相,2024-06-30 00:00:00,126.81,8.67,33.23,5.95,0.17,1369.7,2273.3,49.25,注意,良好
500KV-1号主变压器,C相,2024-07-01 00:00:00,196.8,4.55,1.58,20.27,1.03,1032.3,1240.7,27.48,注意,良好
500KV-2号主变压器,C相,2024-07-01 00:00:00,62.41,3.43,2.11,5.2,0.62,291.4,1179.5,11.01,注意,良好
500KV-3号主变压器,C相,2024-07-01 00:00:00,58.55,8.76,27.17,14.06,0.3,1076.7,931.3,51.23,注意,良好
500KV-1号主变压器,C相,2024-07-02 00:00:00,105.57,3.62,9.07,13.01,1.45,753.1,975.8,28.17,注意,良好
500KV-2号主变压器,C相,2024-07-02 00:00:00,118.31,5.36,8.13,10.69,0.02,1088.9,2553.7,23.69,注意,一般
500KV-3号主变压器,C相,2024-07-02 00:00:00,27.12,14.83,2.05,18.9,0.95,984.1,1679.9,37.03,注意,良好
500KV-1号主变压器,C相,2024-07-03 00:00:00,117.69,3.79,16.64,16.12,0.39,221.2,1547.9,37.09,注意,良好
500KV-2号主变压器,C相,2024-07-03 00:00:00,144.69,6.83,15.42,11.3,0.35,471.6,2006.4,33.52,注意,良好
500KV-3号主变压器,C相,2024-07-03 00:00:00,50.38,10.93,21.33,17.69,0.23,711.3,1783.9,52.57,注意,良好
500KV-1号主变压器,C相,2024-07-04 00:00:00,54.45,15.16,6.44,9.26,0.12,1244.7,2157.7,30.62,注意,良好
500KV-2号主变压器,C相,2024-07-04 00:00:00,76.88,10.8,13.71,9.39,0.93,296.9,3050.3,35.17,注意,良好
500KV-3号主变压器,C相,2024-07-04 00:00:00,224.09,7.61,25.87,21.12,0.4,1292.9,2938.5,53.47,注意,良好
500KV-1号主变压器,C相,2024-07-05 00:00:00,37.85,3.26,0.59,15.78,0.04,847.2,2616.0,20.55,注意,良好
500KV-2号主变压器,C相,2024-07-05 00:00:00,31.55,6.69,27.26,6.99,0.4,997.7,1998.1,41.16,注意,良好
500KV-3号主变压器,C相,2024-07-05 00:00:00,162.45,8.04,23.74,5.78,0.87,1287.0,2604.7,38.2,注意,良好
500KV-1号主变压器,C相,2024-07-06 00:00:00,178.66,8.61,28.96,12.22,0.74,777.0,1074.3,51.69,注意,良好
500KV-2号主变压器,C相,2024-07-06 00:00:00,215.4,13.21,1.25,12.59,0.07,322.9,2369.1,26.38,注意,良好
500KV-3号主变压器,C相,2024-07-06 00:00:00,101.47,4.14,1.28,2.64,0.35,1332.7,2220.1,8.55,注意,良好
500KV-1号主变压器,C相,2024-07-07 00:00:00,84.89,10.52,23.54,7.23,0.23,703.5,2988.0,41.98,注意,良好
500KV-2号主变压器,C相,2024-07-07 00:00:00,189.52,3.2,17.7,1.27,0.73,863.3,1232.5,22.55,注意,良好
500KV-3号主变压器,C相,2024-07-07 00:00:00,73.6,3.92,18.67,7.57,0.13,955.4,2744.6,29.26,注意,良好
500KV-1号主变压器,C相,2024-07-08 00:00:00,181.3,4.79,0.77,9.99,0.16,811.0,2106.2,16.16,注意,良好
500KV-2号主变压器,C相,2024-07-08 00:00:00,149.86,10.17,10.8,12.74,0.22,1393.1,3347.3,33.4,注意,良好
500KV-3号主变压器,C相,2024-07-08 00:00:00,78.83,15.13,16.43,5.76,0.12,739.9,1468.6,36.73,注意,良好
500KV-1号主变压器,C相,2024-07-09 00:00:00,29.73,10.89,15.47,6.59,0.77,1136.9,804.3,34.26,注意,良好
500KV-2号主变压器,C相,2024-07-09 00:00:00,73.94,7.28,20.75,1.78,0.42,948.8,2341.6,28.91,注意,良好
500KV-3号主变压器,C相,2024-07-09 00:00:00,44.03,5.19,2.61,2.16,0.9,1367.4,1665.4,10.57,注意,良好
500KV-1号主变压器,C相,2024-07-10 00:00:00,185.4,4.37,8.31,18.63,0.95,755.9,3194.5,33.65,注意,良好
500KV-2号主变压器,C相,2024-07-10 00:00:00,166.1,6.92,26.01,1.69,0.97,610.1,1382.6,35.37,注意,良好
500KV-3号主变压器,C相,2024-07-10 00:00:00,217.95,8.65,1.6,5.1,0.29,1043.3,2359.4,16.02,注意,良好
500KV-1号主变压器,C相,2024-07-11 00:00:00,181.97,5.16,18.83,11.91,0.57,1067.3,2872.3,36.02,注意,良好
500KV-2号主变压器,C相,2024-07-11 00:00:00,47.17,10.09,2.35,6.83,0.28,299.9,1504.7,20.35,注意,良好
500KV-3号主变压器,C相,2024-07-11 00:00:00,187.78,5.14,19.62,10.46,0.35,847.3,3439.1,34.1,注意,良好
500KV-1号主变压器,C相,2024-07-12 00:00:00,96.22,9.03,12.48,2.49,0.05,295.7,2218.1,23.35,注意,良好
500KV-2号主变压器,C相,2024-07-12 00:00:00,230.26,12.93,5.75,1.63,0.11,1265.2,843.9,21.4,注意,良好
500KV-3号主变压器,C相,2024-07-12 00:00:00,37.95,7.59,14.95,3.76,0.35,422.1,2128.3,27.45,注意,良好
500KV-1号主变压器,C相,2024-07-13 00:00:00,113.31,4.07,22.45,10.28,0.21,1196.2,1793.1,35.73,注意,良好
500KV-2号主变压器,C相,2024-07-13 00:00:00,196.97,7.05,15.35,1.94,0.18,1158.8,1853.7,23.77,注意,良好
500KV-3号主变压器,C相,2024-07-13 00:00:00,74.06,12.9,10.78,5.43,0.11,335.6,2067.5,29.06,注意,一般
500KV-1号主变压器,C相,2024-07-14 00:00:00,110.57,6.58,25.39,12.8,0.28,816.2,2186.4,45.21,注意,良好
500KV-2号主变压器,C相,2024-07-14 00:00:00,240.96,5.07,22.43,14.72,0.23,930.4,1251.7,43.75,注意,良好
500KV-3号主变压器,C相,2024-07-14 00:00:00,253.75,9.0,7.8,8.87,0.32,1327.1,2498.0,26.35,注意,良好
500KV-1号主变压器,C相,2024-07-15 00:00:00,117.21,14.58,14.72,9.51,0.09,875.7,1874.8,40.56,注意,良好
500KV-2号主变压器,C相,2024-07-15 00:00:00,234.36,11.62,13.5,3.22,0.07,779.0,1813.6,29.4,注意,良好
500KV-3号主变压器,C相,2024-07-15 00:00:00,114.54,12.92,23.5,3.52,0.33,292.7,897.9,42.24,注意,良好
500KV-1号主变压器,C相,2024-07-16 00:00:00,200.18,12.11,24.5,14.11,0.74,1250.8,2194.7,50.0,注意,良好
500KV-2号主变压器,C相,2024-07-16 00:00:00,234.14,4.33,13.41,11.1,0.04,395.3,1643.0,29.27,注意,良好
500KV-3号主变压器,C相,2024-07-16 00:00:00,254.7,7.09,1.96,14.41,0.19,1193.4,1002.8,22.79,注意,一般
500KV-1号主变压器,C相,2024-07-17 00:00:00,22.66,9.68,7.34,20.55,0.38,565.4,1178.9,39.03,注意,良好
500KV-2号主变压器,C相,2024-07-17 00:00:00,45.26,7.99,23.45,2.94,0.43,864.5,1014.9,33.63,注意,一般
500KV-3号主变压器,C相,2024-07-17 00:00:00,24.52,3.75,27.24,7.1,0.04,1160.4,1882.0,36.62,注意,良好
500KV-1号主变压器,C相,2024-07-18 00:00:00,219.08,12.8,17.85,14.18,0.41,549.9,3582.3,45.95,注意,良好
500KV-2号主变压器,C相,2024-07-18 00:00:00,210.25,7.34,3.72,11.12,0.01,1180.4,1675.8,22.44,注意,良好
500KV-3号主变压器,C相,2024-07-18 00:00:00,168.44,13.57,16.97,17.95,0.1,843.4,2470.3,49.03,注意,良好
500KV-1号主变压器,C相,2024-07-19 00:00:00,121.87,12.65,31.63,0.87,1.21,1149.8,3007.8,45.33,注意,良好
500KV-2号主变压器,C相,2024-07-19 00:00:00,214.64,8.69,11.82,8.04,0.47,932.1,3087.7,29.59,注意,良好
500KV-3号主变压器,C相,2024-07-19 00:00:00,175.52,7.44,21.14,18.54,0.18,316.0,1599.8,46.14,注意,良好
500KV-1号主变压器,C相,2024-07-20 00:00:00,187.34,9.03,9.41,9.3,0.58,379.3,1377.0,27.52,注意,良好
500KV-2号主变压器,C相,2024-07-20 00:00:00,54.43,4.58,17.5,11.73,0.97,715.3,972.8,33.63,注意,良好
500KV-3号主变压器,C相,2024-07-20 00:00:00,24.55,14.4,11.38,21.63,0.07,627.5,2641.2,48.19,注意,良好
500KV-1号主变压器,C相,2024-07-21 00:00:00,195.71,13.1,10.18,15.78,0.7,1399.1,1184.6,40.98,注意,良好
500KV-2号主变压器,C相,2024-07-21 00:00:00,21.95,7.85,22.99,6.2,0.72,1330.9,2794.2,37.05,注意,良好
500KV-3号主变压器,C相,2024-07-21 00:00:00,21.63,6.56,19.04,5.16,0.27,1428.3,1775.0,30.82,注意,良好
500KV-1号主变压器,C相,2024-07-22 00:00:00,155.86,13.12,35.5,0.92,0.2,580.7,2054.1,52.0,注意,一般
500KV-2号主变压器,C相,2024-07-22 00:00:00,133.5,9.96,11.96,0.54,0.32,1130.4,1433.9,23.9,注意,差
500KV-3号主变压器,C相,2024-07-22 00:00:00,210.5,15.52,3.98,0.64,0.08,893.5,1118.8,19.72,注意,良好
500KV-1号主变压器,C相,2024-07-23 00:00:00,116.14,12.49,6.1,0.64,0.31,1223.6,3250.2,19.83,注意,良好
500KV-2号主变压器,C相,2024-07-23 00:00:00,220.67,4.42,8.1,10.29,0.21,235.8,1126.7,24.17,注意,良好
500KV-3号主变压器,C相,2024-07-23 00:00:00,151.93,11.79,24.28,4.54,0.77,294.1,945.1,42.26,注意,良好
500KV-1号主变压器,C相,2024-07-24 00:00:00,135.65,5.45,15.96,14.99,0.08,914.7,1282.2,36.22,注意,良好
500KV-2号主变压器,C相,2024-07-24 00:00:00,70.66,14.63,15.55,1.77,0.61,369.4,1772.8,31.84,注意,良好
500KV-3号主变压器,C相,2024-07-24 00:00:00,54.11,13.93,13.45,20.96,0.4,297.8,1077.5,46.42,注意,良好
500KV-1号主变压器,C相,2024-07-25 00:00:00,201.63,12.53,3.88,16.43,0.03,934.9,2025.8,31.38,注意,良好
500KV-2号主变压器,C相,2024-07-25 00:00:00,28.9,10.32,13.88,4.73,0.57,378.9,2352.9,30.87,注意,良好
500KV-3号主变压器,C相,2024-07-25 00:00:00,36.4,7.54,26.79,13.35,0.43,731.1,2246.1,50.31,注意,良好
500KV-1号主变压器,C相,2024-07-26 00:00:00,140.97,7.31,12.03,8.14,0.21,812.3,3316.7,28.33,注意,一般
500KV-2号主变压器,C相,2024-07-26 00:00:00,10.95,9.25,27.74,9.86,0.89,583.1,3078.1,45.43,注意,良好
500KV-3号主变压器,C相,2024-07-26 00:00:00,71.83,9.91,8.83,2.16,0.56,1172.8,1842.4,21.1,注意,良好
500KV-1号主变压器,C相,2024-07-27 00:00:00,176.64,13.63,8.01,11.36,0.93,1191.7,1098.4,34.02,注意,良好
500KV-2号主变压器,C相,2024-07-27 00:00:00,169.54,14.29,0.99,8.92,0.61,1025.6,1756.8,23.9,注意,良好
500KV-3号主变压器,C相,2024-07-27 00:00:00,126.65,9.71,12.43,2.79,0.18,244.2,3678.1,25.51,注意,良好
500KV-1号主变压器,C相,2024-07-28 00:00:00,168.79,4.24,0.86,11.23,0.48,1296.3,2835.7,17.04,注意,良好
500KV-2号主变压器,C相,2024-07-28 00:00:00,135.54,11.09,5.99,3.2,1.01,1129.4,3167.7,21.05,注意,良好
500KV-3号主变压器,C相,2024-07-28 00:00:00,168.49,3.7,17.06,3.23,0.11,1112.8,2943.0,24.71,注意,良好
500KV-1号主变压器,C相,2024-07-29 00:00:00,48.02,4.85,14.86,7.24,0.84,586.4,3201.7,26.6,注意,良好
500KV-2号主变压器,C相,2024-07-29 00:00:00,46.08,14.16,25.59,16.02,0.17,1110.6,2578.5,54.73,注意,良好
500KV-3号主变压器,C相,2024-07-29 00:00:00,123.54,6.11,4.3,10.1,0.38,254.0,3168.4,21.38,注意,良好
500KV-1号主变压器,C相,2024-07-30 00:00:00,68.83,7.48,10.67,11.48,0.22,694.5,1915.0,31.16,注意,良好
500KV-2号主变压器,C相,2024-07-30 00:00:00,92.65,13.12,4.76,21.13,0.73,686.3,1275.3,39.26,注意,良好
500KV-3号主变压器,C相,2024-07-30 00:00:00,113.9,7.7,20.34,5.44,0.78,901.0,3444.7,32.68,注意,良好
500KV-1号主变压器,C相,2024-07-31 00:00:00,79.37,11.57,9.56,8.98,0.21,462.9,2319.4,29.33,注意,良好
500KV-2号主变压器,C相,2024-07-31 00:00:00,166.08,10.79,5.24,3.51,0.72,900.3,1386.2,21.11,注意,一般
500KV-3号主变压器,C相,2024-07-31 00:00:00,77.05,11.37,11.03,9.97,0.49,509.1,2238.3,33.49,注意,良好
500KV-1号主变压器,C相,2024-08-01 00:00:00,126.8,5.24,7.42,2.24,0.06,996.3,2160.6,14.68,注意,良好
500KV-2号主变压器,C相,2024-08-01 00:00:00,195.81,14.68,4.59,11.48,0.01,608.5,2197.8,31.45,注意,良好
500KV-3号主变压器,C相,2024-08-01 00:00:00,191.82,8.72,24.27,8.61,1.31,1246.7,2055.4,41.8,注意,良好
500KV-1号主变压器,C相,2024-08-02 00:00:00,153.65,8.51,1.83,10.33,0.4,854.0,2564.3,20.31,注意,良好
500KV-2号主变压器,C相,2024-08-02 00:00:00,244.34,11.18,27.33,5.55,0.5,388.7,1729.0,46.04,注意,良好
500KV-3号主变压器,C相,2024-08-02 00:00:00,132.19,9.71,16.65,2.74,0.67,736.7,2234.7,29.71,注意,良好
500KV-1号主变压器,C相,2024-08-03 00:00:00,218.47,5.08,13.86,8.98,0.6,1000.0,865.1,29.32,注意,良好
500KV-2号主变压器,C相,2024-08-03 00:00:00,129.03,14.19,21.27,10.18,0.53,1123.2,2670.4,44.41,注意,良好
500KV-3号主变压器,C相,2024-08-03 00:00:00,100.87,9.14,2.34,15.85,0.08,738.7,1707.2,27.24,注意,良好
500KV-1号主变压器,C相,2024-08-04 00:00:00,232.27,4.27,2.3,2.78,0.44,759.7,843.3,9.31,注意,良好
500KV-2号主变压器,C相,2024-08-04 00:00:00,86.96,11.94,12.69,3.71,0.85,329.0,2482.8,28.57,注意,良好
500KV-3号主变压器,C相,2024-08-04 00:00:00,109.25,11.18,14.03,15.65,0.09,293.2,1417.6,41.18,注意,良好
500KV-1号主变压器,C相,2024-08-05 00:00:00,28.02,7.65,30.66,1.24,0.17,785.6,1614.4,37.79,注意,良好
500KV-2号主变压器,C相,2024-08-05 00:00:00,64.25,8.68,1.49,4.52,0.13,589.4,2282.0,15.26,注意,良好
500KV-3号主变压器,C相,2024-08-05 00:00:00,74.91,3.84,19.38,9.38,0.87,315.0,1106.2,33.47,注意,良好
500KV-1号主变压器,C相,2024-08-06 00:00:00,117.63,4.89,4.45,16.58,0.14,976.0,2909.5,25.4,注意,一般
500KV-2号主变压器,C相,2024-08-06 00:00:00,104.17,5.76,28.62,9.89,0.06,782.8,2951.4,46.03,注意,一般
500KV-3号主变压器,C相,2024-08-06 00:00:00,181.91,4.03,9.22,11.85,0.73,1035.4,1377.6,25.73,注意,良好
500KV-1号主变压器,C相,2024-08-07 00:00:00,8.69,9.25,9.57,2.5,0.11,730.8,1882.2,21.46,注意,良好
500KV-2号主变压器,C相,2024-08-07 00:00:00,184.39,14.17,15.93,4.33,0.34,621.2,3523.4,33.65,注意,良好
500KV-3号主变压器,C相,2024-08-07 00:00:00,26.83,8.46,25.85,9.61,0.69,584.3,1248.9,46.57,注意,良好
500KV-1号主变压器,C相,2024-08-08 00:00:00,60.93,10.54,17.04,0.61,0.05,937.8,1876.2,28.95,注意,一般
500KV-2号主变压器,C相,2024-08-08 00:00:00,156.77,7.37,23.66,11.01,0.34,1103.2,971.0,42.17,注意,良好
500KV-3号主变压器,C相,2024-08-08 00:00:00,28.86,9.6,1.81,4.66,0.9,206.8,2021.9,16.64,注意,良好
500KV-1号主变压器,C相,2024-08-09 00:00:00,79.3,10.47,22.37,14.29,0.09,1359.3,2500.9,48.71,注意,良好
500KV-2号主变压器,C相,2024-08-09 00:00:00,214.98,12.75,10.04,15.87,0.22,413.9,3446.2,38.91,注意,良好
500KV-3号主变压器,C相,2024-08-09 00:00:00,60.01,4.0,18.46,7.77,0.27,690.9,1675.6,30.89,注意,良好
500KV-1号主变压器,C相,2024-08-10 00:00:00,202.41,3.92,1.27,3.59,0.23,449.2,3377.3,9.24,注意,良好
500KV-2号主变压器,C相,2024-08-10 00:00:00,209.29,10.3,21.44,11.55,0.14,447.3,2845.7,42.78,注意,良好
500KV-3号主变压器,C相,2024-08-10 00:00:00,217.34,13.64,21.23,9.66,0.42,599.6,2792.2,45.7,注意,良好
500KV-1号主变压器,C相,2024-08-11 00:00:00,41.59,15.0,10.94,8.9,0.18,1009.6,3270.0,34.67,注意,良好
500KV-2号主变压器,C相,2024-08-11 00:00:00,169.65,8.74,15.83,7.45,0.1,296.0,1507.9,31.53,注意,良好
500KV-3号主变压器,C相,2024-08-11 00:00:00,183.93,9.38,19.01,3.39,0.49,1123.8,2961.5,31.01,注意,良好
500KV-1号主变压器,C相,2024-08-12 00:00:00,194.93,14.03,9.94,3.25,0.67,483.1,2646.2,29.26,注意,一般
500KV-2号主变压器,C相,2024-08-12 00:00:00,73.38,5.65,16.09,14.01,0.9,1182.7,932.0,35.55,注意,良好
500KV-3号主变压器,C相,2024-08-12 00:00:00,133.56,13.79,34.16,1.47,0.18,471.7,1632.8,48.73,注意,良好
500KV-1号主变压器,C相,2024-08-13 00:00:00,190.72,13.14,26.81,15.01,0.8,1134.6,2769.0,53.9,注意,良好
500KV-2号主变压器,C相,2024-08-13 00:00:00,253.32,8.59,17.93,21.78,0.05,1472.7,788.6,49.32,注意,良好
500KV-3号主变压器,C相,2024-08-13 00:00:00,157.76,12.33,7.72,7.1,0.06,810.9,1820.2,28.19,注意,一般
500KV-1号主变压器,C相,2024-08-14 00:00:00,42.7,13.01,16.84,11.9,0.07,1074.2,1205.6,43.25,注意,一般
500KV-2号主变压器,C相,2024-08-14 00:00:00,124.43,9.18,2.9,15.16,0.08,1265.5,804.0,27.42,注意,良好
500KV-3号主变压器,C相,2024-08-14 00:00:00,97.91,12.36,4.48,9.54,1.13,487.5,2104.2,28.09,注意,良好
500KV-1号主变压器,C相,2024-08-15 00:00:00,53.1,10.39,22.07,3.35,0.77,553.9,2310.6,35.88,注意,良好
500KV-2号主变压器,C相,2024-08-15 00:00:00,206.64,14.48,24.63,5.68,0.48,588.9,1270.9,44.09,注意,良好
500KV-3号主变压器,C相,2024-08-15 00:00:00,114.52,11.71,23.88,11.81,0.59,1414.4,884.8,46.04,注意,良好
500KV-1号主变压器,C相,2024-08-16 00:00:00,231.93,6.29,5.67,4.96,0.06,1268.4,2464.0,17.49,注意,良好
500KV-2号主变压器,C相,2024-08-16 00:00:00,115.41,5.73,10.2,20.84,0.04,554.2,3098.4,37.93,注意,良好
500KV-3号主变压器,C相,2024-08-16 00:00:00,253.16,8.73,23.92,7.33,0.61,261.4,3189.0,40.65,注意,良好
500KV-1号主变压器,C相,2024-08-17 00:00:00,222.22,13.13,12.69,15.12,0.75,757.1,2376.8,41.59,注意,良好
500KV-2号主变压器,C相,2024-08-17 00:00:00,171.73,5.1,14.04,7.38,0.2,439.1,2720.9,27.77,注意,良好
500KV-3号主变压器,C相,2024-08-17 00:00:00,122.22,12.45,10.62,10.59,0.22,652.4,1428.5,32.91,注意,良好
500KV-1号主变压器,C相,2024-08-18 00:00:00,34.8,12.22,14.73,2.41,0.24,900.8,3427.8,31.07,注意,良好
500KV-2号主变压器,C相,2024-08-18 00:00:00,56.85,8.61,22.95,3.51,0.3,871.0,2927.8,34.25,注意,良好
500KV-3号主变压器,C相,2024-08-18 00:00:00,248.98,4.65,17.28,5.96,1.09,917.4,1451.4,29.55,注意,良好
500KV-1号主变压器,C相,2024-08-19 00:00:00,93.11,9.18,3.77,12.13,0.2,928.7,1468.1,24.48,注意,良好
500KV-2号主变压器,C相,2024-08-19 00:00:00,37.77,7.68,1.86,8.83,0.61,906.4,2515.6,18.29,注意,良好
500KV-3号主变压器,C相,2024-08-19 00:00:00,44.98,7.76,29.99,22.65,0.35,347.8,1434.3,62.94,注意,良好
500KV-1号主变压器,C相,2024-08-20 00:00:00,50.68,6.37,29.48,7.49,1.09,705.1,2298.6,42.92,注意,良好
500KV-2号主变压器,C相,2024-08-20 00:00:00,41.76,9.5,23.36,1.79,0.73,1065.0,3093.3,33.95,注意,良好
500KV-3号主变压器,C相,2024-08-20 00:00:00,162.65,11.32,16.04,4.17,0.61,427.8,2281.0,31.62,注意,良好
500KV-1号主变压器,C相,2024-08-21 00:00:00,238.78,13.14,2.25,21.38,0.32,318.1,1292.2,38.43,注意,良好
500KV-2号主变压器,C相,2024-08-21 00:00:00,122.59,9.71,5.24,4.83,0.69,1201.4,3230.6,21.45,注意,良好
500KV-3号主变压器,C相,2024-08-21 00:00:00,104.27,4.94,7.87,11.54,0.14,342.5,2434.9,25.08,注意,良好
500KV-1号主变压器,C相,2024-08-22 00:00:00,187.21,3.45,32.09,3.63,0.49,683.8,1717.6,38.58,注意,良好
500KV-2号主变压器,C相,2024-08-22 00:00:00,27.85,13.51,17.53,5.52,0.33,422.9,3602.0,38.06,注意,良好
500KV-3号主变压器,C相,2024-08-22 00:00:00,35.56,6.58,1.98,10.46,0.33,857.2,2152.3,19.85,注意,良好
500KV-1号主变压器,C相,2024-08-23 00:00:00,241.39,4.7,7.09,3.48,1.24,311.7,2643.1,16.97,注意,良好
500KV-2号主变压器,C相,2024-08-23 00:00:00,89.76,5.55,24.96,8.85,0.47,402.8,2494.1,38.66,注意,良好
500KV-3号主变压器,C相,2024-08-23 00:00:00,20.81,5.27,3.38,19.87,0.86,946.5,1303.4,28.41,注意,良好
500KV-1号主变压器,C相,2024-08-24 00:00:00,248.69,4.16,26.08,0.9,0.95,1422.9,2385.5,32.72,注意,一般
500KV-2号主变压器,C相,2024-08-24 00:00:00,188.97,10.3,30.69,0.89,0.27,1003.6,1161.0,40.69,注意,良好
500KV-3号主变压器,C相,2024-08-24 00:00:00,91.25,12.6,16.55,10.04,0.21,512.9,2728.7,40.97,注意,良好
500KV-1号主变压器,C相,2024-08-25 00:00:00,36.45,10.68,12.77,4.63,0.38,901.6,2893.6,27.17,注意,良好
500KV-2号主变压器,C相,2024-08-25 00:00:00,100.96,8.77,17.04,4.26,0.22,980.8,2286.0,29.8,注意,良好
500KV-3号主变压器,C相,2024-08-25 00:00:00,30.72,11.78,28.51,5.58,0.26,398.9,892.3,48.1,注意,良好
500KV-1号主变压器,C相,2024-08-26 00:00:00,79.57,10.87,22.89,18.43,0.92,656.0,1803.8,54.98,注意,良好
500KV-2号主变压器,C相,2024-08-26 00:00:00,43.37,4.87,17.6,2.36,0.58,674.0,1137.6,25.03,注意,良好
500KV-3号主变压器,C相,2024-08-26 00:00:00,15.39,4.2,15.53,7.15,1.04,317.8,2287.0,28.52,注意,良好
500KV-1号主变压器,C相,2024-08-27 00:00:00,110.17,14.29,20.74,10.21,0.4,498.0,2363.0,46.98,注意,良好
500KV-2号主变压器,C相,2024-08-27 00:00:00,119.79,5.29,13.46,9.35,0.58,539.7,2180.8,29.71,注意,一般
500KV-3号主变压器,C相,2024-08-27 00:00:00,180.66,7.34,11.53,9.98,0.53,591.1,1288.7,29.06,注意,良好
500KV-1号主变压器,C相,2024-08-28 00:00:00,41.92,12.51,31.76,12.62,0.3,1297.3,2264.5,57.34,注意,良好
500KV-2号主变压器,C相,2024-08-28 00:00:00,159.35,4.51,15.37,2.42,0.58,287.7,2756.0,22.95,注意,一般
500KV-3号主变压器,C相,2024-08-28 00:00:00,161.81,12.88,28.67,2.19,0.26,570.3,3273.7,41.97,注意,良好
500KV-1号主变压器,C相,2024-08-29 00:00:00,200.38,7.76,22.46,2.02,0.27,1046.8,1601.8,33.46,注意,良好
500KV-2号主变压器,C相,2024-08-29 00:00:00,112.14,14.48,1.75,5.98,0.85,505.0,3318.1,22.4,注意,良好
500KV-3号主变压器,C相,2024-08-29 00:00:00,141.31,12.23,26.3,1.32,0.18,1129.7,1803.1,42.02,注意,良好
500KV-1号主变压器,A相,2025-06-01 00:00:00,201.66,7.71,35.14,10.59,0.81,1143.7,2137.1,56.23,注意,良好
500KV-2号主变压器,A相,2025-06-01 00:00:00,233.83,3.44,9.11,5.79,1.18,995.9,2870.7,20.22,注意,良好
500KV-3号主变压器,A相,2025-06-01 00:00:00,105.34,8.06,16.18,12.35,0.73,327.3,3348.7,37.71,注意,良好
500KV-1号主变压器,A相,2025-06-02 00:00:00,61.71,5.71,3.37,1.74,0.25,1158.9,1381.9,10.64,注意,良好
500KV-2号主变压器,A相,2025-06-02 00:00:00,12.26,6.5,17.57,15.88,0.11,1403.9,2172.6,41.64,注意,良好
500KV-3号主变压器,A相,2025-06-02 00:00:00,72.09,7.01,10.21,19.01,0.23,1168.9,1349.3,34.77,注意,良好
500KV-1号主变压器,A相,2025-06-03 00:00:00,138.94,8.06,7.47,17.01,0.75,672.8,3447.6,34.65,注意,良好
500KV-2号主变压器,A相,2025-06-03 00:00:00,163.97,15.0,21.9,13.51,0.91,885.4,2460.5,52.6,注意,良好
500KV-3号主变压器,A相,2025-06-03 00:00:00,27.4,3.61,21.01,3.56,0.17,241.1,2329.2,27.32,注意,良好
500KV-1号主变压器,A相,2025-06-04 00:00:00,173.31,10.88,7.83,18.72,0.4,1410.4,1315.8,38.68,注意,良好
500KV-2号主变压器,A相,2025-06-04 00:00:00,188.78,9.44,13.55,9.99,0.53,786.8,821.7,33.65,注意,良好
500KV-3号主变压器,A相,2025-06-04 00:00:00,180.0,14.26,11.29,6.69,0.73,721.3,2776.8,34.6,注意,良好
500KV-1号主变压器,A相,2025-06-05 00:00:00,177.31,11.22,22.91,1.41,0.48,729.9,3316.6,34.87,注意,良好
500KV-2号主变压器,A相,2025-06-05 00:00:00,34.82,13.52,20.08,13.3,0.22,876.8,1726.1,49.35,注意,良好
500KV-3号主变压器,A相,2025-06-05 00:00:00,210.05,9.75,19.58,11.86,0.82,646.5,2987.6,42.22,注意,良好
500KV-1号主变压器,A相,2025-06-06 00:00:00,171.25,5.85,21.19,11.23,0.59,815.3,1071.6,38.15,注意,良好
500KV-2号主变压器,A相,2025-06-06 00:00:00,34.42,12.67,12.42,2.93,0.8,1421.6,2272.0,29.05,注意,良好
500KV-3号主变压器,A相,2025-06-06 00:00:00,237.49,10.99,2.87,2.22,0.42,1377.6,2958.3,16.6,注意,良好
500KV-1号主变压器,A相,2025-06-07 00:00:00,86.92,3.15,14.25,6.66,0.29,825.8,2641.2,24.74,注意,良好
500KV-2号主变压器,A相,2025-06-07 00:00:00,24.92,5.84,28.49,20.2,0.11,865.7,2772.9,55.39,注意,良好
500KV-3号主变压器,A相,2025-06-07 00:00:00,108.07,12.95,20.82,12.47,0.1,1220.2,2290.5,44.55,注意,一般
500KV-1号主变压器,A相,2025-06-08 00:00:00,124.45,12.38,11.37,2.18,1.36,507.5,1251.6,26.6,注意,良好
500KV-2号主变压器,A相,2025-06-08 00:00:00,208.94,12.65,10.16,8.49,1.12,725.7,1894.0,32.02,注意,良好
500KV-3号主变压器,A相,2025-06-08 00:00:00,171.04,4.38,10.44,16.49,1.53,489.0,1050.8,32.19,注意,良好
500KV-1号主变压器,A相,2025-06-09 00:00:00,118.58,9.72,3.76,5.67,0.03,655.5,1223.3,19.36,注意,一般
